,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,no,yes
106,3235,3739,01DT8ND4QVV25CDSARCDFCWZ11,"['alloisa', 'belted', 'striped', 'crepe', 'slim-leg', 'pant', 'equipment', 'incorporates', 'sleek', 'tailoring', 'fall', 'lineup', 'label', 'alloisa', 'pant', 'cut', 'lightweight', 'crepe', 'patterned', 'classic', 'pinstripe', 'tapered', 'slim-leg', 'shape', 'coordinating', 'belt', 'emphasizes', 'high-rise', 'waist', 'style', 'tucked-in', 'blouse', 'structured', 'blazer', 'woman', 'clothing', 'pant', 'Equipment']",01DT8ND4R1R949C1QYKWTBG2DS,dry_clean_only,yes,0,1
1266,37726,43627,01DT8ND94P4AMW1637MCRDRFBM,"['francoise', 'high-rise', 'wide-leg', 'jean', 'fashioned', 'contemporary', 'design', 'element', 'nobody', 'denim', 'francoise', 'jean', 'made', 'comfortable', 'wide-leg', 'silhouette', 'dark', 'wash', 'pair', 'crafted', 'high-rise', 'waistline', 'sharp', 'pleat', 'leg', 'layer', 'black', 'point-toe', 'boot', 'elongate', 'leg', 'woman', 'clothing', 'jean', 'Nobody', 'Denim']",01DT8ND94V3XBWNEYYVGX78314,dry_clean_only,no,1,0
110,3311,3829,01DTASNDTNWEZM6W2CE47VHVPJ,"['amari', 'floral-print', 'cotton', 'jumpsuit', 'people', 'often', 'think', 'sundress', 'temperature', 'rise', 'zimmermann', 'floral-print', 'amari', 'jumpsuit', 'equally', 'good', 'alternative', 'ruched', 'sleeveless', 'bodice', 'designed', 'tie', 'shoulder', 'strap', 'square', 'neckline', 'shirred', 'trim', 'wear', 'wide-leg', 'cotton', 'style', 'flat', 'sandal', 'oversized', 'gold', 'jewelry', 'woman', 'clothing', 'jumpsuit', 'Zimmermann']",01DTASNDXC776XTJPK7S6Z3ABS,dry_clean_only,yes,0,1
910,25941,30105,01DTASNVCZQD122G9B5THFJSR2,"['ramie', 'mini', 'slip', 'dress', 'embrace', 'season', 'penchant', 'easy', 'dressing', 'anemone', 'micro-mini', 'slip', 'dress', 'cut', 'lightweight', 'ramie', 'hang', 'spaghetti', 'strap', 'embellished', 'tortoiseshell', 'ring', 'accent', 'along', 'back', 'worried', 'super', 'short', 'hem', 'slip', 'pair', 'biker', 'short', 'go', 'woman', 'clothing', 'dress', 'Anemone']",01DTASNVD9YTZEE12SRT3C0EBV,dry_clean_only,no,1,0
108,3266,3776,01DTASPAEE1A42PZ0KCZ7R078S,"['nevelson', 'cable-knit', 'wool', 'turtleneck', 'sweater', 'nevelson', 'sweater', 'one', 'reach', 'chunky', 'piece', 'made', 'durable', 'wool', 'cozy', 'oversized', 'fit', 'designed', 'turtleneck', 'complete', 'rib', 'knit', 'hem', 'additional', 'insulation', 'balance', 'texture', 'leather', 'slim-leg', 'pant', 'woman', 'clothing', 'top', 'A.L.C.']",01DTASPAGY0D0WCCKJT3DDMC2F,dry_clean_only,yes,0,1
104,3185,3680,01DTASPFSY8Q446Q3TJK5CGQVH,"['milla', 'jean', 'long', 'woman', 'clothing', 'jean', 'Nobody', 'Denim']",01DTASPFT94VNJQE7WJTJ4YVDJ,dry_clean_only,no,1,0
124,3770,4361,01DTATC3SS48V4SCBSXSP0S4E5,"['button-detailed', 'polka-dot', 'crepe', 'de', 'chine', 'midi', 'dress', 'prada', 'polka-dot', 'dress', 'classic', 'mock', 'neck', 'cinched', 'waist', 'creates', 'defined', 'shape', 'cut', 'fluid', 'crepe', 'de', 'chine', 'sleeveless', 'style', 'feature', 'micro-pleated', 'a-line', 'skirt', 'match', 'accessory', 'mother-of', 'pearl', 'button', 'woman', 'clothing', 'dress', 'Prada']",01DTATC3T3H3V5GZN2QM334SQS,dry_clean_only,yes,0,1
1374,41048,47510,01DTATCE55BNV1165ZD99NCNNP,"['fawn', 'tiered', 'ruffle', 'cotton', 'mini', 'dress', 'woman', 'clothing', 'dress', 'Ulla', 'Johnson']",01DTATCE5ERVENJ4F0EKV86HD1,dry_clean_only,yes,0,1
126,3819,4420,01DTATCP2AKWS2P1FJGP9PNDJ1,"['printed', 'wool', 'sweater', 'cozy', 'attico', 'sweater', 'designed', 'wool', 'modern', 'contrast', 'zebra', 'print', 'fitted', 'ribbed', 'hem', 'insulation', 'style', 'work', 'well', 'layering', 'piece', 'try', 'styling', 'silk', 'skirt', 'ankle-strap', 'sandal', 'woman', 'clothing', 'top', 'Attico']",01DTATCP2HVKH57VS10P607576,dry_clean_only,yes,0,1
130,3894,4508,01DTATD00Z52Q6R1DRG5XWN1JJ,"['cropped', 'slit', 'wool-blend', 'sweater', 'rosetta', 'getty', 'wool-blend', 'pullover', 'sweater', 'designed', 'crew', 'neckline', 'tailored', 'slim', 'fit', 'long-sleeve', 'shape', 'detailed', 'slit', 'detailing', 'along', 'hem', 'cuff', 'style', 'satin', 'maxi', 'skirt', 'complete', 'look', 'woman', 'clothing', 'top', 'Rosetta', 'Getty']",01DTATD01818P08FBMB7EDZK96,dry_clean_only,yes,0,1
1392,41664,48232,01DTATD4Q1N82XRQTRSY1HVP8M,"['ossi', 'wool-blend', 'high-rise', 'trouser', 'designed', 'curated', 'minimalistic', 'style', 'icon', 'elin', 'kling', 'totême', 'provides', 'updated', 'essential', 'effortless', 'mix', 'match', 'ideal', 'work', 'weekend', 'high-rise', 'ossi', 'tailored', 'full', 'length', 'tailored', 'leg', 'wear', 'matching', 'blazer', 'smart', 'look', 'keep', 'casual', 'oversized', 'knit', 'sneaker', 'woman', 'clothing', 'pant', 'Toteme']",01DTATD4QDWGRQC1AYKS0281YM,dry_clean_only,yes,0,1
128,3861,4469,01DTATD9TRRGQETK31ECCMB464,"['everly', 'a-line', 'crepe', 'midi', 'skirt', 'partow', 'crepe', 'everly', 'midi', 'skirt', 'tailored', 'high-rise', 'fit', 'designed', 'a-line', 'silhouette', 'fluid', 'shape', 'detailed', 'concealed', 'front', 'pocket', 'relaxed', 'pleat', 'style', 'matching', 'dress', 'complete', 'look', 'woman', 'clothing', 'skirt', 'Partow']",01DTATD9V22KND0MAA7H2X06AT,dry_clean_only,yes,0,1
152,4472,5189,01DTATDK8JN8JKG4WERNMTQPB7,"['silk', 'chain', 'link', 'printed', 'scarf', 'neck', 'blouse', 'salvatore', 'ferragamo', 'printed', 'silk', 'blouse', 'designed', 'scarf', 'neckline', 'straight', 'silhouette', 'cuffed', 'long', 'sleeve', 'woman', 'clothing', 'top', 'Salvatore', 'Ferragamo']",01DTATDK8TCZ98EABQQGN16ANE,dry_clean_only,yes,0,1
122,3742,4330,01DTATDR81EZ9S7DTYW3NE1QH0,"['knightley', 'striped', 'cotton-voile', 'shirt', 'acler', 'button-down', 'shirt', 'perfect', 'nine-to', 'five', 'wear', 'crafted', 'lightweight', 'cotton', 'poplin', 'shirt', 'designed', 'vertical', 'stripe', 'print', 'gathered', 'puff', 'sleeve', 'dress', 'look', 'pairing', 'neutral', 'trouser', 'leather', 'loafer', 'woman', 'clothing', 'top', 'Acler']",01DTATDR89V5648HBR8YVQT9PA,dry_clean_only,yes,0,1
1420,42574,49280,01DTATDX0YXRZ63AH85DQDB9C0,"['asymmetric', 'satin', 'midi', 'skirt', 'sally', 'lapointe', 'one', 'label', 'unafraid', 'little', 'color', 'look', 'season', 'gorgeous', 'steel', 'blue', 'hue', 'designed', 'midi', 'silhouette', 'skirt', 'asymmetrically', 'tailored', 'satin', 'relaxed', 'fit', 'team', 'cable-knit', 'sweater', 'balance', 'texture', 'woman', 'clothing', 'skirt', 'Sally', 'Lapointe']",01DTATDX16F7E9Z3WEDN3CPPCC,dry_clean_only,yes,0,1
1416,42496,49189,01DTATE701AMFWVQQNVETJNG51,"['rivello', 'linen', 'wide-leg', 'pant', 'linen', 'trouser', 'perfect', 'height', 'summer', ""they're"", 'lightweight', 'breezy', 'incredibly', 'chic', 'designed', 'high-rise', 'wider', 'leg', 'rivello', 'pant', 'look', 'summer-ready', 'teamed', 'brand', 'coordinating', 'button-down', 'shirt', 'woman', 'clothing', 'pant', 'Asceno']",01DTATE708408TN0MQXEZHKGVC,dry_clean_only,yes,0,1
136,4055,4696,01DTATEGRBVT69GXA1JCPJ0QFK,"['crepe', 'midi', 'skirt', 'dolce', 'gabbana', 'refined', 'element', 'classic', 'suiting', 'fall', 'runway', 'fact', 'entire', 'section', 'dedicated', 'traditional', 'pencil', 'skirt', 'crafted', 'crepe', 'midi-length', 'silhouette', 'tuck', 'high-rise', 'waist', 'peplum', 'jacket', 'style', 'woman', 'clothing', 'skirt', 'Dolce', '&', 'Gabbana']",01DTATEGRKANZXFZHPERT0T4MF,dry_clean_only,yes,0,1
1006,28350,32880,01DTATENHDTYCE855EE0MRCTDZ,"['limited', 'edition', 'olivia', 'cotton', 'velvet', 'overall', 'cut', 'soft', 'cotton', 'velvet', 'alix', 'bohemia', 'limited', 'edition', 'olivia', 'overall', 'designed', 'classic', 'silhouette', 'tie', 'fastening', 'shoulder', 'curve-defining', 'banded', 'waist', 'showcase', 'slightly', 'flared', 'straight', 'leg', 'cropped', 'length', 'roomy', 'pocket', 'style', 'ankle', 'booty', 'ruffled', 'blouse', 'woman', 'clothing', 'jumpsuit', 'Alix', 'Of', 'Bohemia']",01DTATENHNK3YJDYWSVMBD42QW,dry_clean_only,yes,0,1
142,4197,4863,01DTATF465YMS4F4Q9Y642PR3C,"['christabella', 'snakeskin', 'shirt', 'dress', 'beyond', 'leopard', 'season', 'favorite', 'neutral', 'take', 'shape', 's-inspired', 'shirt', 'dress', 'complete', 'subdued', 'python', 'print', 'cut', 'classic', 'button-down', 'silhouette', 'contrasting', 'cuff', 'waistband', 'chic', 'simple', 'piece', 'ideal', 'night', 'town', 'paired', 'white', 'sneaker', 'laid-back', 'night', 'woman', 'clothing', 'dress', 'Equipment']",01DTATF46DZ32CK0XC26YQ2WXG,dry_clean_only,no,1,0
1372,40961,47404,01DTATF91FKBX2RW9K53JD1DQ9,"['sleeveless', 'midi', 'dress', 'woman', 'clothing', 'dress', 'Ganni']",01DTATF91QZH744FEKQW5Z364E,dry_clean_only,yes,0,1
140,4130,4792,01DTATFDX36XQB6JG6JZ58AZ98,"['matte', 'crepe', 'scoop', 'neck', 'tank', 'top', 'sally', 'lapointe', 'matte', 'crepe', 'scoop', 'neck', 'tank', 'top', 'feature', 'fitted', 'bodice', 'sleeveless', 'silhouette', 'woman', 'clothing', 'top', 'Sally', 'Lapointe']",01DTATFDXBREH4MQ9FRVCXFYQN,dry_clean_only,no,1,0
996,27988,32456,01DTATFQH44Z2TDD89XQ9X2JTN,"['makenna', 'cashmere', 'cardigan', 'camel', 'cashmere', 'slip', 'cashmere', 'dry', 'clean', 'imported', 'clothing', 'knitwear', 'medium', 'knit', 'Nili', 'Lotan']",01DTATFQHDBTY88JX134QR8C0E,dry_clean_only,yes,0,1
1388,41569,48123,01DTATG1JWQNB8FTQY3AW5D61P,"['tiered', 'floral-print', 'cotton-blend', 'maxi', 'dress', 'zimmermann', 'resort', 'collection', 'designed', 'penchant', 'past', 'color', 'print', 'directly', 'inspired', 'founder', 'creative', 'director', 'childhood', 'crafted', 'airy', 'cotton', 'silk-blend', 'skirt', 'designed', 'late', 's-inspired', 'floral-motif', 'single', 'tier', 'ruffled', 'neckline', 'woman', 'clothing', 'dress', 'Zimmermann']",01DTATG1K46TF4QEPWAF0TA9W1,dry_clean_only,yes,0,1
146,4314,5010,01DTATG6BVE7XFNBRA63DZ6JEN,"['eudora', 'crepe', 'blazer', 'top', 'emilia', 'wickstead', 'eudora', 'crepe', 'top', 'designed', 'notched', 'collar', 'lapel', 'short', 'sleeve', 'wear', 'tucked', 'brand', 'jana', 'pant', 'mirror', 'pre', 'fall', 'lookbook', 'styling', 'woman', 'clothing', 'top', 'Emilia', 'Wickstead']",01DTATG6C2KQ5SD6QXWX0BTN0R,dry_clean_only,yes,0,1
148,4366,5067,01DTATGB1XKDJJ9AK0YV1R5JG5,"['rae', 'pussy-bow', 'textured-satin', 'shirt', 'navy', 'textured-satin', 'button', 'fastening', 'front', 'triacetate', 'polyester', 'mother', 'pearl', 'vietnam', 'clothing', 'top', 'blouse', 'Sies', 'Marjan']",01DTATGB25M62C5WQJTFC0ACRE,dry_clean_only,yes,0,1
150,4423,5132,01DTATGG2XJ7QTQC6A4PHQRYW5,"['calixte', 'pussy-bow', 'chiffon', 'top', 'alexis', 'calixte', 'top', 'vintage', 'feel', 'somehow', 'beautifully', 'suit', 'modern', 'wardrobe', 'made', 'smoky', 'black', 'chiffon', 'white', 'dotted', 'motif', 'sport', 'feminine', 'pussy-bow', 'neck', 'tie', 'drape', 'past', 'waist', 'cropped', 'sleeve', 'consider', 'tucking', 'pair', 'high-waisted', 'trouser', 'create', 'defined', 'shape', 'woman', 'clothing', 'top', 'Alexis']",01DTATGG356E9CF3V4TWB705BC,dry_clean_only,yes,0,1
154,4516,5238,01DTATGN3YQGYEPCXAD0E207TP,"['vanessa', 'high-rise', 'straight-leg', 'jean', 'khaite', 'vanessa', 'skinny', 'jean', 'everyday', 'wardrobe', 'essential', 'designed', 'ultra-flattering', 'high-rise', 'waist', 'black', 'style', 'classic', 'five-pocket', 'construction', ""we'll"", 'wearing', 'simple', 'tee', 'pointed', 'flat', 'woman', 'clothing', 'jean', 'Khaite']",01DTATGN461ZEBR97V0SHJDZTJ,dry_clean_only,no,1,0
156,4569,5298,01DTATGSMSV7FJYTPVAYEHPD8Z,"['belted', 'lace-trimmed', 'printed', 'silk-crepe', 'maxi', 'dress', 'multicolored', 'silk-crepe', 'slip', 'silk', 'lining', 'polyester', 'dry', 'clean', 'imported', 'clothing', 'dress', 'maxi', 'Derek', 'Lam']",01DTATGSN4RWS0SJYJJCWR8PA6,dry_clean_only,yes,0,1
158,4713,5467,01DTHXY8K9109WNWYRRQRNHWBN,"['welly', 'striped', 'cotton-blend', 'shirt', 'isabel', 'marant', 'welly', 'shirt', 'cut', 'oversized', 'fit', 'enhanced', 'season', 'prominent', 'shoulder', 'made', 'cotton-poplin', 'striped', 'motif', 'draped', 'scarf-inspired', 'cowl', 'neck', 'style', 'tapered', 'wool', 'trouser', 'complement', 'tailoring', 'woman', 'clothing', 'top', 'Isabel', 'Marant']",01DTHXY8KMA9N7K46MNFAXTMP3,dry_clean_only,yes,0,1
162,4817,5584,01DTJ8BQZJE4V5M6R7EWP63FWQ,"['military', 'shirt', 'dress', 'throw', 'one', 'easy', 'shirtdress', 'shuffle', 'locker', 'room', 'meeting', 'drink', 'totally', 'streamlined', 'beauty', 'alex', 'mill', 'rendition', 'choose-your', 'own-adventure', 'button', 'front', 'scrunchable', 'sleeve', 'safari-looking', 'pocket', 'easy', 'thigh-grazing', 'hem', 'miss', 'slit', 'along', 'side', 'add', 'extra', 'ease', 'movement', 'beach', 'hang', 'boat', 'ride', 'errand', 'cotton', 'spandexmachine', 'washmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'dress', 'Alex', 'Mill']",01DTJ8BQZZM0S8TX4S7YCFQXKP,dry_clean_only,no,1,0
214,6512,7554,01DTJ8CG3XYDKGWA2BW1MS3FA1,"['printed', 'ramie', 'shirt', 'woman', 'clothing', 'top', 'Zimmermann']",01DTJ8CKH9PGVNGCP7254VQCP4,dry_clean_only,yes,0,1
164,4987,5782,01DTJ8CYK1A02TKT0MC1FVRWMM,"['wrap', 'jacket', 'tailored', 'suiting-style', 'jacket', 'east-meets', 'west', 'vibe', 'attached', 'waist', 'wrap', 'hit', 'double-breasted', 'lapel', 'detail', 'stop', 'side', 'slit', 'bottom', 'hem', 'waist', 'show', 'trouser', 'detailing', 'high-waisted', 'skirt', 'even', 'little', 'skin', 'switch', 'workwear', 'game', 'love', 'jacket', 'proenza', 'high-waisted', 'paper', 'bag', 'pant', 'wear', 'jacket', 'night', 'viscose', 'wool', 'nylondry', 'clean', 'onlymodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jacket', 'coat', 'Proenza', 'Schouler']",01DTJ8CYKACJ6YQAS1NGZ40T6J,dry_clean_only,yes,0,1
166,5039,5848,01DTJ8D3BJGD1B6EKP9Y4QYPWT,"['mahali', 'dress', 'want', 'mahali', 'hand', 'cool', 'summer', 'night', 'yes', 'one', 'piece', 'make', 'welcoming', 'autumn', 'breeze', 'tunic', 'sweaterdress', 'nanushka', 'also', 'added', 'high', 'slit', 'wrap', 'belt', 'extra-long', 'tie', 'hang', 'knee', 'seasonless', 'style', 'wrap', 'cashmere', 'extra', 'fine', 'merino', 'viscose', 'polyamidehand', 'washmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'dress', 'Nanushka']",01DTJ8D3BWH80RC6KSPJMD1K73,dry_clean_only,yes,0,1
168,5070,5885,01DTJ8DDAG7F7XX0BBAC8AK3YD,"['theron', 'tweed', 'jacket', 'tweed', 'jacket', 'may', 'suiting', 'classic', 'texture', 'also', 'cut', 'loose', 'case', 'point', 'frayed', 'edge', 'silver', 'hardware', 'angular', 'lapel', 'blue-and', 'white', 'blazer', 'wear', 'pencil', 'skirt', 'paper-bag', 'pant', 'outfit', 'need', 'refined', 'edge', 'cotton', 'polyester', 'viscose', 'elastanedry', 'clean', 'onlymade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jacket', 'coat', 'Veronica', 'Beard']",01DTJ8DDAYN9MYHKA96YYZM6PP,dry_clean_only,yes,0,1
1324,39469,45661,01DTJ8DW8CJ8MA2B9PWKZ0R7Y3,"['puff-sleeve', 'sweatshirt', 'say', 'puff', 'shoulder', 'bread', 'butter', 'reissue', 'updated', 'jet-black', 'brushed-back', 'terry', 'feel', 'like', 'sound', 'soft', 'cozy', 'puff', 'gently', 'shoulder', 'ruffle', 'embellishment', 'give', 'extra', 'feminine', 'feel', 'fit', 'like', 'favorite', 'college', 'sweatshirt', 'roomy', 'relaxed', 'look', 'line', 'best-loved', 'blouse', 'note', 'pleated-back', 'detail', 'word', 'decidedly', 'pulled-together', 'pullover', 'reach', 'constantly', 'polyamide', 'elastanemachine', 'wash', 'warm', 'gentle', 'cycle', 'lay', 'flat', 'drymade', 'usameasurements', 'size', 'chest', 'sleeve', 'length', 'body', 'length', 'waistmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'activewear', 'G.', 'Sport']",01DTJ8DW8P21YAVQVQT96EYADP,dry_clean_only,no,1,0
1290,38444,44457,01DTJ8E0QSD3TR3H7D1YZ5RYEK,"['haight', 'filum', 'pleated', 'top', 'haight', 'filum', 'took', 'style', 'muscle', 'beach', 'poncho', 'applied', 'minimalist', 'feminine', 'detail', 'fit', 'added', 'pretty', 'tuck', 'pleat', 'cropped', 'waist', 'create', 'optic', 'white', 'sport', 'top', 'worn', 'anywhere', 'pop', 'bathing', 'suit', 'wear', 'anywhere', 'denim', 'cutoff', 'pair', 'wide-leg', 'trouser', 'vintage', 'jean', 'viscose', 'polyamide', 'elastanemachine', 'washmade', 'brazilmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'loungewear', 'Haight']",01DTJ8E0R3ASEP971J822MQBSA,dry_clean_only,no,1,0
1094,31645,36639,01DTJ8E611HND5NA1RZBCWK8EA,"['cropped', 'tunnel-sleeve', 'top', 'little', 'sporty', 'little', 'retro', 'flashdance', 'kind', 'way', 'all-around', 'functional', 'tunnel-sleeved', 'top', 'note', 'absence', 'seam', 'along', 'elbow-length', 'sleeve', 'one', 'favorite', 'to-and', 'piece', 'relaxed', 'easy', 'cut', 'fuzzy', 'french', 'terry', 'combine', 'softness', 'best-loved', 'sweatshirt', 'ease', 'bum-around', 'tee', 'hiked-up', 'hemline', 'cool', 'cropped', 'layering', 'pleasure', 'warm-up', 'cooldowns', 'lose', 'cottonhand', 'wash', 'cold', 'lay', 'flat', 'drymade', 'usameasurements', 'size', 'length', 'chest', 'sleeve', 'length', 'model', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'activewear', 'G.', 'Sport']",01DTJ8E61BPM814DRT8ZD43X1W,dry_clean_only,no,1,0
170,5183,6016,01DTJ8EB30824VJ8CH9G66DYGC,"['kelly', 'wool-blend', 'cardigan', 'sweater', 'woman', 'clothing', 'top', 'Anna', 'October']",01DTJ8EB39R5SE4760DYXHNWQC,dry_clean_only,yes,0,1
970,27437,31830,01DTJ8EFK5B8NXBGFW83MXF8NY,"['brushed-twill', 'wide-leg', 'pant', 'vince', 'pant', 'constructed', 'ultra-cozy', 'brushed', 'twill', 'quite', 'similar', 'flannel', ""they're"", 'made', 'roomy', 'wide-leg', 'silhouette', 'high-rise', 'elasticized', 'waistband', 'making', 'getting', 'ready', 'easy', 'layer', 'large', 'sweater', 'continue', 'oversized', 'look', 'woman', 'clothing', 'pant', 'Vince']",01DTJ8EFKFFKSMN52PMW8ENKXT,dry_clean_only,yes,0,1
144,4251,4931,01DTJ8ES5SWMYJAHY1JJDGTX3Z,"['cameron', 'dress', 'combining', 'two', 'sartorial', 'element', 'embody', 'autumn', 'thin-wale', 'corduroy', 'rich', 'amber', 'red', 'big', 'win', 'belted', 'shirtdress', 'keep', 'warm', 'throughout', 'winter', 'wear', 'sneaker', 'knee-high', 'boot', 'tights', 'later', 'cottonmachine', 'washmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'dress', 'Xirena']",01DTJ8ES86VRAC084TBDG21039,dry_clean_only,no,1,0
172,5252,6094,01DTJ8F30NPDVH99C4ES7K4PWQ,"['benning', 'trench', 'coat', 'one', 'coat', 'getting', 'behind', 'season', 'benning', 'first', 'perfect', 'in-between', 'weight', 'bridge', 'season', 'beautifully', 'layer', 'chunky', 'sweater', 'tee', 'blouse', 'later', 'secondly', 'hit', 'utility', 'trend', 'right', 'head', 'thanks', 'rugged', 'army-green', 'pretty', 'practical', 'timeless', 'cotton', 'nylondry', 'cleanmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'jacket', 'coat', 'Nili', 'Lotan']",01DTJ8F30ZHD7CSF3EFAB4HXQX,dry_clean_only,yes,0,1
174,5332,6190,01DTJ8FHC9A0WKQ9Z30G3CS8GZ,"['hopper', 'cowl', 'neck', 'top', 'need', 'something', 'little', 'dressier', 'trustiest', 'black', 'tee', 'rendered', 'black', 'crepe', 'cuffed-up', 'sleeve', 'borrows', 'relaxed', 'boxy', 'fit', 'tuck', 'well', 'anything', 'add', 'characteristically', 'cool', 'ellery', 'detail', 'silky', 'v-shaped', 'panel', 'polyesterdry', 'clean', 'onlymade', 'italymodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'au', 'top', 'Ellery']",01DTJ8FHCNXBGPR701GYJGMQXZ,dry_clean_only,yes,0,1
1332,39718,45951,01DTJ8FPJ0WAGB5D7CRRCJP941,"['wide-leg', 'sweatpants', 'unapologetically', 'chic', 'wide-leg', 'sweatpants', 'common', 'work', 'pant', 'bum-around', 'jogger', 'rendered', 'camel-colored', 'knit', 'fabric', 'look', 'sophisticated', 'incredibly', 'soft', 'touch', 'also', 'love', 'shape', 'sit', 'really', 'high', 'hip', 'adjust', 'drawstring', 'liking', 'flare', 'dramatically', 'around', 'ankle', 'supplex', 'pbtmachine', 'washmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'activewear', 'Live', 'The', 'Process']",01DTJ8FPJ9ESPPY19RS5C14640,dry_clean_only,no,1,0
1458,43555,50427,01DTJ8FV80JH6GAY5RGH4MCJHA,"['mathewson', 'denim', 'jacket', 'three', 'thought', 'mind', 'designing', 'quintessential', 'jean', 'jacket', 'core', 'collection', 'lived-in', 'appeal', 'comfortably', 'snug', 'fit', 'medium', 'wash', 'look', 'feel', 'lot', 'like', 'vintage', 'added', 'grown-up', 'update', 'clean', 'concealed', 'button', 'placket', 'welt', 'pocket', 'copper', 'tack', 'button', 'course', 'signature', 'puffed', 'sleeve', 'double', 'denim', 'vibe', 'label', 'go-to', 'mel', 'jean', 'cotton', 'elastanemachine', 'wash', 'cold', 'lay', 'flat', 'drymade', 'usameasurements', 'size', 'length', 'shoulder', 'width', 'chest', 'sleeve', 'lengthmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jacket', 'coat', 'G.', 'Label']",01DTJ8FV8A9SBDS2RC476Z54CS,dry_clean_only,no,1,0
176,5393,6255,01DTJ8G03TEWRES24T1R04W8R3,"['wendall', 'cropped', 'wide-leg', 'jean', 'super-saturated', 'indigo', 'natural', 'raw-denim', 'wash', 'wide-leg', 'pant', 'extra', 'chic', 'black-and', 'gold', 'button', 'detailing', 'tailored', 'crop', 'skim', 'ankle', 'plus', 'elevated', 'enough', 'hold', 'office', 'dinner', 'drink', 'beyond', 'cotton', 'polyurethanehand', 'washmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'denim', 'Khaite']",01DTJ8G5QRA5GQ4ASP4S6V898T,dry_clean_only,no,1,0
54,1523,1776,01DTJ8G50MTEAZ269BY9PDK0MC,"['julian', 'workwear', 'jumpsuit', 'cut', 'army-green', 'utility', 'twill', 'julian', 'salute', 'workwear', 'rife', 'utilitarian', 'element', 'epaulet', 'patch', 'pocket', 'cinchable', 'belt', 'slant', 'pocket', 'extra-wide', 'leg', 'hit', 'ankle', 'shoe', 'block-heeled', 'boot', 'birkenstocks', 'even', 'strappy', 'sandal', 'look', 'exactly', 'right', 'think', 'two-minute', 'outfit', 'maybe', 'even', 'one', 'main', 'cotton', 'elastane', 'lining', 'polyester', 'viscosedry', 'clean', 'onlymade', 'italymeasurements', 'size', 'chest', 'waist', 'hip', 'lengthmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jumpsuit', 'G.', 'Label']",01DTJ8G50ZHR71CCA3E6QAAH5G,dry_clean_only,yes,0,1
182,5640,6548,01DTJAZ7F9DRFPNF8W1H7SFT20,"['draped', 'merino', 'wool', 'turtleneck', 'wrap', 'cream', 'merino', 'wool', 'concealed', 'button', 'fastening', 'neck', 'merino', 'wool', 'dry', 'clean', 'imported', 'accessory', 'scarf', 'snood', 'Joseph']",01DTJAZ7FJVFXV2QWZVSZ4RNMY,dry_clean_only,yes,0,1
1096,31696,36698,01DTJB97JZQY40PA00HY611FA6,"['mantella', 'virgin', 'wool', 'poncho', 'cardigan', 'fine', 'virgin', 'wool', 'becomes', 'styling', 'wonder', 'thanks', 'exciting', 'detail', 'sleeve', 'slim', 'extra-long', 'ribbed', 'shoulder', 'feature', 'wide-cut', 'extra', 'cool', 'touch', 'womensapparel', 'sweater', 'ponchoscapes', 'womensapparel', 'sweater', 'cardigan', 'Wolford']",01DTJB97K9BACAWQSVPV8SPWGM,dry_clean_only,yes,0,1
1098,31727,36735,01DTJBEY26533CKXMXH26MN2SH,"['metallic', 'wool-blend', 'turtleneck', 'brunello', 'cucinelli', 'short-sleeved', 'turtleneck', 'spun', 'blend', 'mohair', 'virgin', 'wool', 'cashmere', 'metallic', 'element', 'shimmer', 'lightweight', 'feel', 'semi-sheer', 'body', 'make', 'versatile', 'enough', 'wear', 'throughout', 'year', 'styled', 'different', 'way', 'woman', 'clothing', 'top', 'Brunello', 'Cucinelli']",01DTJBEY2D11HMV8PWG9ZATD3B,dry_clean_only,yes,0,1
184,5683,6595,01DTJBF28J3F9WNYDWGZ5BC8CF,"['crepe', 'slim-fit', 'pant', 'designed', 'sit', 'low', 'rise', 'victoria', 'beckham', 'pant', 'made', 'lightweight', 'stretch-crepe', 'slim-fit', 'silhouette', 'kicking', 'slit', 'hem', 'balance', 'proportion', 'oversized', 'turtleneck', 'pair', 'point-toe', 'pump', 'label', 'pre-fall', 'lineup', 'woman', 'clothing', 'pant', 'Victoria', 'Beckham']",01DTJBF28V42H1XHVB9WS94E93,dry_clean_only,yes,0,1
