,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,coldweather,daytonight,nightout,vacation,weekend,work,workout
9360,68059,79678,01E600ECKPAV431BZQJEM5V4WY,"['wool', 'cashmere', 'wrap', 'cardigan', 'gently', 'textured', 'knit', 'blend', 'harmoniously', 'graceful', 'style', 'luxe', 'cardigan', 'knit', 'warming', 'wool', 'soft', 'cashmere', 'Vince']",01E600EG7DZGAKZJGHGKRFVYB3,occasion,weekend,0,0,0,0,1,0,0
14704,102126,120888,01E600E7TXDG57Z0F98B765R5Q,"['storm', 'tie', 'waist', 'tapered', 'jean', 'robust', 'seam', 'give', 'sturdy', 'structure', 'bone-white', 'jean', 'tapered', 'silhouette', 'reminiscent', 'Ulla', 'Johnson']",01E600E7VGY6YZ61M2RNTCCVNS,occasion,daytonight,0,1,0,0,0,0,0
13901,96527,114266,01E600DFNETDZTPGRH3D3D45TN,"['floral', 'print', 'long', 'sleeve', 'silk', 'wrap', 'dress', 'day', 'evening', 'work', 'weekend', 'wrap-style', 'dress', 'cut', 'floral-print', 'silk', 'fluttery', 'hem', 'got', 'covered', 'whatever', 'occasion', 'Tory', 'Burch']",01E600DFP167XP2EXXHWVE27G3,occasion,daytonight,0,1,0,0,0,0,0
14982,103768,122920,01E600B138F8XHTBTPBBGH2XY1,"['kimmie', 'crop', 'skinny', 'jean', 'clean', 'white', 'jean', 'cropped', 'skinny', 'silhouette', 'feature', 'contour', 'waist', 'soft', 'resilient', 'stretch-twill', 'denim', 'retains', 'shape', '7', 'For', 'All', 'Mankind®']",01E600B164EQJDC4VJ4VW1C4GB,occasion,daytonight,0,1,0,0,0,0,0
14717,102221,121021,01E6009TKDR3FK8RW3YM6BV5QJ,"['romantic', 'cotton', 'top', 'contemporary', 'version', 'peasant', 'blouse', 'styled', 'extra-long', 'tie', 'trail', 'wide', 'split', 'neck', 'bracelet-length', 'cuff', 'Mansur', 'Gavriel']",01E6009TM1MTMZFEDB3Y98HKXP,occasion,daytonight,0,1,0,0,0,0,0
8393,61349,71677,01E60069KKTW4XN3E9ZWKN76XN,"['leather', 'paperbag', 'waist', 'short', 'buttery-soft', 'lambskin', 'leather', 'brings', 'bit', 'edge', 'polished', 'silhouette', 'pleated', 'paperbag-waist', 'short', 'Frame']",01E60069MA9GCESZYZ8H33CRWG,occasion,weekend,0,0,0,0,1,0,0
13947,96802,114592,01E6005ZRWX9QQQR3N9129VSHT,"['meadow', 'folly', 'shoulder', 'cover-up', 'dress', 'smocked', 'waist', 'off-the', 'shoulder', 'neckline', 'add', 'comfort', 'breezy', 'cover-up', 'shift', 'put', 'carefree', 'mood', 'next', 'vacation', 'Tory', 'Burch']",01E6005ZVQV02Q09ZQ8QZT5PZH,occasion,weekend,0,0,0,0,1,0,0
11904,83198,98211,01E6000FZJX947R0QN9C4YJ4WR,"['sophie', 'genuine', 'calf', 'hair', 'slide', 'sandal', 'flat-head', 'stud', 'spell', 'saint', 'across', 'casual', 'slide', 'comfortable', 'molded', 'footbed', 'Allsaints']",01E6000G05749NYJ9058MNHKZ1,occasion,weekend,0,0,0,0,1,0,0
6305,46841,54307,01E600014M86BM7XP004F1A78V,"['sabine', 'long', 'sleeve', 'maxi', 'dress', 'asymmetrical', 'styling', 'look', 'good', 'long-sleeve', 'maxi', 'made', 'modern', 'angled', 'draping', 'sleek', 'cutout', 'dramatic', 'side', 'slit', 'Significant', 'Other']",01E60001567DWEXGZW3RY9FVNZ,occasion,vacation,0,0,0,1,0,0,0
14349,99734,117973,01E5ZZZ8QMPDTT6TEAGARJB19J,"['tilma', 'sneaker', 'strategically', 'distressed', 'sole', 'add', 'distinguished', 'style', 'lace-up', 'sneaker', 'instantly', 'upgrade', 'everyday', 'look', 'Sam', 'Edelman']",01E5ZZZ8T5FRXBWCYFZ82K6SKX,occasion,weekend,0,0,0,0,1,0,0
14378,99907,118173,01E5ZZZ427YZGKQ4FYEJJEEBE7,"['audrea', 'slide', 'sandal', 'crisscrossed', 'strap', 'platform', 'sole', 'amplify', 'sporty-chic', 'style', 'go-to', 'slide', 'sandal', 'Sam', 'Edelman']",01E5ZZZ42S6M1BK13KBPKBC6TZ,occasion,daytonight,0,1,0,0,0,0,0
9384,68201,79853,01E5ZZYN8Q3G2CH8TN4SK4JQEQ,"['linen', 'blend', 'crop', 'wide', 'leg', 'pant', 'pared-down', 'back', 'tailoring', 'linen-blend', 'pant', 'thing', 'stylish', 'day', 'sunny', 'season', 'Vince']",01E5ZZYN9ANW2N4D1TZYA6A6YZ,occasion,daytonight,0,1,0,0,0,0,0
14698,102079,120832,01E5ZZXJXR9P1HMSNJFA7J9JMH,"['griffin', 'floral', 'denim', 'jacket', 'touch', 'stretch', 'softens', 'sturdy', 'denim', 'trucker', 'decorated', 'bohemian', 'block-print', 'bloom', 'Ulla', 'Johnson']",01E5ZZXJYA2Q88AWE0RQ18BNYQ,occasion,daytonight,0,1,0,0,0,0,0
6815,50223,58302,01E5ZZVKDV0Z0F8ZRTBM5EHEVM,"['tournament', 'low', 'top', 'sneaker', 'Common', 'Projects']",01E5ZZVKECHTAGENBMKX7YWQJH,occasion,weekend,0,0,0,0,1,0,0
14489,100676,119112,01E5ZZV0G1WMY8EK45K7YGZVK6,"['addilyn', 'pointed', 'toe', 'mule', 'slimmed-down', 'heel', 'loft', 'sleek', 'pointy-toe', 'mule', 'perfect', 'going', 'work', 'meeting', 'dinner', 'friend', 'Sam', 'Edelman']",01E5ZZV0GKKPMNJQ0WXSHMRMKV,occasion,weekend,0,0,0,0,1,0,0
15071,104391,123845,01E5ZZTP4TVEKR5QR17Q2JBKQS,"['emerson', 'ripped', 'slim', 'fit', 'boyfriend', 'jean', 'ripped', 'distressed', 'finish', 'add', 'hint', 'lived-in', 'appeal', 'subtly', 'faded', 'slim-fit', 'jean', 'bit', 'stretch', 'Citizens', 'Of', 'Humanity']",01E5ZZTP5CSV0M7M2A30BQAM48,occasion,daytonight,0,1,0,0,0,0,0
6386,47403,54952,01E5ZZTH7TDATRQ34ZXEBKXDJ3,"['oversize', 'hoodie', 'comfy', 'workout', 'hoodie', 'styled', 'slouchy', 'dropped', 'shoulder', 'longline', 'cut', 'cozy', 'kangaroo', 'pocket', 'Live', 'The', 'Process']",01E5ZZTH8D9XT0JSA1SQRZTS15,occasion,daytonight,0,1,0,0,0,0,0
6183,45938,53225,01E5ZZTCC1A35637TZ9N3VE9ED,"['classic', 'shanty', 'graphic', 'tee', 'done', 'serf', 'retro', 'style', 'graphic', 'cotton', 'tee', 'designed', 'look', 'like', 'souvenir', 'cali', 'bar', 'called', 'shanty', 'Re/Done']",01E5ZZTCCP7W36YC2DM2Z75DQ7,occasion,weekend,0,0,0,0,1,0,0
14480,100625,119051,01E5ZZSM5CFYP06NCWW6B2EBX0,"['cristan', 'sandal', 'braided', 'trim', 'wrapping', 'sole', 'add', 'subtle', 'rustic', 'style', 'strappy', 'sandal', 'ready', 'weekend', 'Sam', 'Edelman']",01E5ZZSM5X6ZPNCYT0RS3TFAAG,occasion,vacation,0,0,0,1,0,0,0
14491,100697,119139,01E5ZZS5KM168NRDV7A44FTSCJ,"['lace', 'sheath', 'dress', 'lavish', 'lace', 'gracefully', 'adorns', 'shapely', 'sheath', 'sure', 'wow', 'night', 'Sam', 'Edelman']",01E5ZZS5M697P7Y99Z8GEDNS0N,occasion,weekend,0,0,0,0,1,0,0
8408,61476,71840,01E5ZZR34PHXRTM8XM1WB4MJ7J,"['le', 'bardot', 'high', 'waist', 'denim', 'short', 'vintage-inspired', 'short', 'made', 'sustainable', 'version', 'frame', 'stretch', 'denim', 'woven', 'organic', 'cotton', 'recycled', 'fiber', 'Frame']",01E5ZZR35AVX27ABZ3MY01RA6R,occasion,weekend,0,0,0,0,1,0,0
5998,44627,51716,01E5ZZNMXC37C025BEGH8539RK,"['chagos', 'oversize', 'cotton', 'blend', 'coat', 'glossed', 'coat', 'featuring', 'silvery', 'logo', 'button', 'exaggerated', 'collar', 'slouchy', 'oversized', 'cut', 'shine', 'best', 'street-chic', 'look', 'Simon', 'Miller']",01E5ZZNMXZ85Y2WGTPY0YQ2CDV,occasion,nightout,0,0,1,0,0,0,0
13955,96854,114659,01E5ZZM42XXG2BQ7HVDBKPYQF5,"['twisted', 'logo', 'leather', 'belt', 'tory', 'fangirl', 'gift', 'list', 'closet', 'leather', 'belt', 'feature', 'stacked', 'logo', 'medallion', 'buckle', 'framed', 'twisted', 'coil', 'detailing', 'Tory', 'Burch']",01E5ZZM43FQHG68XHD9XJD809E,occasion,work,0,0,0,0,0,1,0
6266,46556,53958,01E5ZZKZ7T8DMDV5E4BYVGTKEE,"['gabriella', 'leopard', 'print', 'slingback', 'pump', 'delicate', 'goldtone', 'chain', 'join', 'almond-toe', 'vamp', 'stretchy', 'slingback', 'strap', 'lending', 'light-and', 'airy', 'look', 'handmade', 'pump', 'By', 'Far']",01E5ZZKZ8D5ZVY5AJ6DZQYB22A,occasion,nightout,0,0,1,0,0,0,0
15093,104557,124082,01E5ZZKC5H20EYT0CD6QBVMMTK,"['liya', 'high', 'waist', 'ripped', 'slim', 'leg', 'jean', 'high-waisted', 'jean', 'distressed', 'nonstretch', 'denim', 'cut', 'slim', 'leg', 'taper', 'ankle', 'Citizens', 'Of', 'Humanity']",01E5ZZKC8EX9CGR5KV28TWHWG1,occasion,weekend,0,0,0,0,1,0,0
14395,100013,118305,01E5ZZK6SG0DQ8MSPF1G6CASXV,"['tamia', 'lace-up', 'hiking', 'boot', 'lug', 'sole', 'toughens', 'trend-forward', 'boot', 'ready', 'anything', 'glamping', 'hike', 'uptown', 'Sam', 'Edelman']",01E5ZZK6T2NMC03G9CBG729PGS,occasion,weekend,0,0,0,0,1,0,0
15087,104518,124032,01E5ZZJX3WXXBP6VC0CE5KENKY,"['rocket', 'high', 'waist', 'ripped', 'ankle', 'skinny', 'jean', 'add', 'instant', 'edge', 'look', 'inky-black', 'skinny', 'styled', 'flattering', 'high', 'waist', 'ripped', 'knee', 'Citizens', 'Of', 'Humanity']",01E5ZZJX4FAE14CYTQWQVN9GST,occasion,nightout,0,0,1,0,0,0,0
6264,46531,53930,01E5ZZJR7JE30AEBDYECABG4QE,"['big', 'rainbow', 'boyfriend', 'tee', 'color-pop', 'rainbow', 'keep', 'thing', 'cheery', 'slightly', 'oversized', 'tee', 'soft', 'cotton-blend', 'Aviator', 'Nation']",01E5ZZJR84EV5W54PJ2Y2P2JVF,occasion,weekend,0,0,0,0,1,0,0
6617,48936,56731,01E5ZZHP1MN3SJ96ACD01XXX7X,"['sonali', 'asymmetrical', 'pleated', 'midi', 'skirt', 'brush', 'color', 'convey', 'flutter', 'butterfly', 'wing', 'skirt', 'featuring', 'smocked', 'waist', 'pleated', 'asymmetrical', 'silhouette', 'plenty', 'movement', 'A.L.C.']",01E5ZZHP26KFMCMCJ75MXCXT2X,occasion,vacation,0,0,0,1,0,0,0
11355,79550,93662,01E5ZZG58NB4DVZGTX9P2VR3SE,"['sada', 'crop', 'slim', 'jean', 'subtle', 'whiskering', 'hand', 'sanding', 'create', 'lightly', 'worn', 'appearance', 'slim', 'stretch-denim', 'jean', 'cropped', 'raw', 'footwear-flaunting', 'hem', ""L'Agence""]",01E5ZZG598YFED9G8CHS93JW01,occasion,daytonight,0,1,0,0,0,0,0
14411,100149,118458,01E5ZZFPCJK97GNSHJ5JEBSN86,"['embroidered', 'mesh', 'dress', 'vibrant', 'floral', 'embroidery', 'top', 'paneled', 'ruffled', 'mesh', 'overlay', 'flared', 'dress', 'infusing', 'flower', 'power', 'prettiest', 'kind', 'Sam', 'Edelman']",01E5ZZFPD5P8RP7R969ZVRCY25,occasion,daytonight,0,1,0,0,0,0,0
13870,96325,114027,01E5ZZD3F2WERP3TMKGZT82CH0,"['selby', 'toe', 'ring', 'slide', 'sandal', 'revamp', 'shoe', 'collection', 'flat', 'leather', 'slide', 'detailed', 'toe', 'ring', 'gleaming', 'hardware', 'display', 'iconic', 'front', 'Tory', 'Burch']",01E5ZZD3FPQ14V5MMNV0165Y97,occasion,weekend,0,0,0,0,1,0,0
14387,99968,118249,01E5ZZC62SRX791EM77SV8JQBH,"['halter', 'a-line', 'dress', 'gently', 'flared', 'hem', 'lends', 'playful', 'movement', 'timeless', 'little', 'black', 'dress', 'classic', 'halter', 'neckline', 'Sam', 'Edelman']",01E5ZZC63BENJ9WAMMYGDPR09H,occasion,weekend,0,0,0,0,1,0,0
13875,96355,114065,01E5ZZC1P6S7AA9TCTPVVC7X1X,"['leather', 'trim', 'linen', 'pant', 'season-essential', 'pant', 'wide-leg', 'cut', 'cool', 'crisp', 'linen', 'refined', 'tuxedo', 'side', 'stripe', 'snap-on', 'leather', 'belt', 'opulent', 'logo', 'buckle', 'Tory', 'Burch']",01E5ZZC1PSWYH7WC4DXTB9CGQT,occasion,weekend,0,0,0,0,1,0,0
14397,100032,118326,01E5ZZBX36SCR1M576SWRGKEAA,"['harper', 't-strap', 'pump', 'slender', 't-strap', 'ascends', 'dramatically', 'buckle-detailed', 'pointy', 'toe', 'pump', 'styled', 'breezy', 'open', 'side', 'bold', 'monochromatic', 'coloring', 'Sam', 'Edelman']",01E5ZZC7TR05YS2C4816JSK1JR,occasion,nightout,0,0,1,0,0,0,0
14702,102110,120869,01E5ZZB92JJT1BNYKF0GG87DRY,"['jude', 'plaid', 'crop', 'top', 'golden', 'thread', 'form', 'glimmering', 'grid', 'across', 'boxy', 'cropped', 'blouse', 'styled', 'softly', 'puffed', 'sleeve', 'signature', 'ulla', 'sweetness', 'Ulla', 'Johnson']",01E5ZZB9390BA76KDGAG54KYVZ,occasion,weekend,0,0,0,0,1,0,0
8404,61442,71800,01E5ZZA1Q5ZJ06Q80SZ3A296J6,"['le', 'scoop', 'stripe', 'organic', 'cotton', 't-shirt', 'cut', 'sustainable', 'ultrasoft', 'organic', 'pima', 'cotton', 'essential', 'scoop-neck', 't-shirt', 'became', 'even', 'must-have', 'Frame']",01E5ZZABHC7TWC2X2JP1MRQX2Y,occasion,weekend,0,0,0,0,1,0,0
15009,103975,123234,01E5ZZ6HDGN3PJS8E6S9J8YTZH,"['cigarette', 'trouser', 'bring', 'jolt', 'fun', 'polished', 'look', 'ankle-grazing', 'trouser', 'cut', 'stretch', 'cotton', 'colored', 'fun', 'electric-blue', 'hue', '7', 'For', 'All', 'Mankind®']",01E5ZZ6HE2DZTBA9AVB2HADF22,occasion,daytonight,0,1,0,0,0,0,0
6847,50453,58574,01E5ZZ4E1BBY5AKK3PTK42BE2Z,"['high', 'waist', 'moto', 'legging', 'push', 'moto-style', 'legging', 'crafted', 'flattering', 'high', 'waistline', 'pintucked', 'panel', 'mesh', 'element', 'Alo']",01E5ZZ4E4GPAC1R44FY3BS3AK2,occasion,workout,0,0,0,0,0,0,1
8328,61005,71240,01E5ZZ2EQBQGT9VE49GMFWAFM4,"['le', 'crop', 'mini', 'bootcut', 'high', 'waist', 'jean', 'frayed', 'hem', 'accentuate', 'bootcut', 'silhouette', 'high-waist', 'jean', 'made', 'comfortable', 'stretch', 'denim', 'Frame']",01E5ZZ2EQWAED3HSV44ND4XG13,occasion,daytonight,0,1,0,0,0,0,0
6220,46196,53534,01E5ZZ1ZT7EM0EN1GE98DVHR8J,"['dyed', 'long', 'sleeve', 't-shirt', 'slim', 'cotton', 't-shirt', 'hand', 'dyed', 'look', 'like', 'cloudy', 'sky', 'Raquel', 'Allegra']",01E5ZZ1ZTWY5G3T0YVG4YAAXSG,occasion,daytonight,0,1,0,0,0,0,0
14665,101858,120540,01E5ZZ0XGF0PV5PC8TVE9GFPTG,"['abilene', 'ruffle', 'silk', 'dress', 'delicate', 'ruffle', 'frill', 'shirred', 'yoke', 'billowy', 'sleeve', 'waist', 'silk-habotai', 'dress', 'flouncy', 'hem', 'Ulla', 'Johnson']",01E5ZZ0XT413TXVRKMJY833BTT,occasion,weekend,0,0,0,0,1,0,0
10926,76631,89957,01E5ZZ0EZW7DHT38EBE0HV2BW7,"['looker', 'ripped', 'high', 'waist', 'crop', 'skinny', 'jean', 'clean', 'cut', 'touch', 'edge', 'perfectly', 'faded', 'skinny', 'hug', 'figure', 'create', 'svelte', 'profile', 'hip', 'cropped', 'hem', 'Mother']",01E5ZZ0F0J9KEASAAKK05VNY7F,occasion,daytonight,0,1,0,0,0,0,0
14987,103803,122974,01E5ZZ00AZZZ9H2RDNK0NWXC39,"['slim', 'illusion', 'luxe', 'kimmie', 'bootcut', 'jean', 'saturated', 'bright-blue', 'wash', 'refines', 'sleek', 'bootcut', 'jean', 'fit', 'slim', 'thigh', 'kicking', 'gentle', 'flare', 'knee', '7', 'For', 'All', 'Mankind®']",01E5ZZ00BN98YH6DDVS96K44PP,occasion,weekend,0,0,0,0,1,0,0
7066,52457,60904,01E5ZYX8DZNEB744EJ2AHQRETP,"['adel', 'floral', 'print', 'long', 'sleeve', 'minidress', 'floral-print', 'frock', 'given', 'shape', 'drawstring', 'waist', 'go', 'heavy', 'pretty', 'detail', 'demure', 'ruffled', 'neckline', 'puffed', 'sleeve', 'lace', 'inset', 'Joie']",01E5ZYX8EKPQJZGWNPG1RTGQXV,occasion,weekend,0,0,0,0,1,0,0
6188,45983,53279,01E5ZYWB4TPRMA3ZNY0GAMWFQF,"['original', 'high', 'waist', 'stovepipe', 'jean', 'nonstretch', 'straight-leg', 'jean', 'cropped', 'fraying', 'hem', 'faded', 'black', 'wash', 'nod', 'done', 'repurposed-vintage', 'root', 'Re/Done']",01E5ZYWB5BDRMKR0T90614D6RF,occasion,weekend,0,0,0,0,1,0,0
9372,68120,79757,01E5ZYVDXD8G9GGAVRGV86Z80H,"['plumeria', 'bloom', 'long', 'sleeve', 'hammered', 'satin', 'dress', 'richly', 'hued', 'flower', 'add', 'intoxicating', 'air', 'hammered', 'satin', 'dress', 'shaped', 'waist', 'slender', 'string', 'belt', 'Vince']",01E5ZYVDY06TTEW484WSJRP7VW,occasion,daytonight,0,1,0,0,0,0,0
14968,103662,122766,01E5ZYTZ6SEH5NYJZNSMKF5FVX,"['cutoff', 'short', 'punky', 'cutoff', 'hem', 'accentuate', 'flirty', 'leg-baring', 'silhouette', 'high-waisted', 'short', 'constructed', 'stretch', 'denim', 'incredibly', 'soft', 'touch', '7', 'For', 'All', 'Mankind®']",01E5ZYTZ7CQSGCK7P597X7H3NA,occasion,vacation,0,0,0,1,0,0,0
14991,103831,123018,01E5ZYTNAH354SCJCK9JNEKQ77,"['high', 'waist', 'ankle', 'skinny', 'jean', 'take', 'denim', 'day', 'legs-for', 'day', 'mode', 'sleek', 'skinny', 'done', 'darkest', 'black', '7', 'For', 'All', 'Mankind®']",01E5ZYTNB3DR52ZT6H4D7PM0Z9,occasion,nightout,0,0,1,0,0,0,0
14374,99881,118143,01E5ZYS993SAEXS5Q67V7FNBGW,"['mm', 'gradient', 'aviator', 'sunglass', 'gradient', 'lens', 'amplify', 'classic', 'style', 'essential', 'aviator', 'sunglass', 'Sam', 'Edelman']",01E5ZYS99NWAPBZ7SHHJ6FDAFP,occasion,daytonight,0,1,0,0,0,0,0
14407,100118,118421,01E5ZYRTQWMAVQYFMZGBTRAX1V,"['bowen', 'faux', 'fur', 'trim', 'bootie', 'faux-fur', 'collar', 'add', 'extra', 'texture', 'sophistication', 'tough', 'yet', 'chic', 'lugged-sole', 'boot', 'Sam', 'Edelman']",01E5ZYRTRDVCFK82PSQHNBD0T6,occasion,weekend,0,0,0,0,1,0,0
10883,76331,89558,01E5ZYRNJYQQZ5SHG4P6EBN1GY,"['curvy', 'toothpick', 'jean', 'super-skinny', 'ankle', 'jean', 'nail', 'hourglass', 'shape', 'nipped-in', 'high', 'waist', 'expertly', 'placed', 'back', 'pocket', 'make', 'look', 'even', 'better', 'behind', 'J.Crew']",01E5ZYRNNCKDZJ736FV3WEPGJK,occasion,daytonight,0,1,0,0,0,0,0
14353,99775,118023,01E5ZYR2DJ10VR26RHBGSDZ5G9,"['jaina', 'pump', 'everlastingly', 'stylish', 'mildly', 'heeled', ""d'orsay"", 'pump', 'sleek', 'chic', 'perfection', 'Sam', 'Edelman']",01E5ZYRN4FEDS3ND4THPR754VT,occasion,daytonight,0,1,0,0,0,0,0
10901,76455,89715,01E5ZYQ9T326RGXXM45SHMH5Y3,"['long', 'sleeve', 'eyelet', 'top', 'perfect', 'friday', 'saturday', 'sunday', 'top', 'easy', 'broken-in', 'feel', 'eyelet', 'detail', 'gathered', 'sleeve', 'J.Crew']",01E5ZYQ9TN6MP5N2ZB26Y7RP5Y,occasion,weekend,0,0,0,0,1,0,0
6558,48528,56249,01E5ZYPP30Y93PZCNB3GP638QT,"['scott', 'belted', 'stretch', 'cotton', 'crop', 'pant', 'oversized', 'pocket', 'articulated', 'seam', 'bring', 'utilitarian', 'vibe', 'stretch-cotton', 'pant', 'styled', 'leather', 'belt', 'cinching', 'ruffled', 'paperbag', 'waist', 'Sea']",01E5ZYPP613Z16S5KDE63W8RV7,occasion,weekend,0,0,0,0,1,0,0
14413,100248,118581,01E5ZYP7V5HZ76E2YR6TYS735W,"['hooded', 'water', 'resistant', 'parka', 'water-resistant', 'parka', 'covered', 'inclement', 'weather', 'adjustable', 'hood', 'snap', 'placket', 'elasticized', 'cuff', 'Sam', 'Edelman']",01E5ZYPFNQMB3PWH5MVJ4F617W,occasion,weekend,0,0,0,0,1,0,0
14680,101960,120672,01E5ZYNRQ4VB588485GP8Q9F7C,"['omaira', 'long', 'sleeve', 'minidress', 'intricate', 'embroidery', 'sun-bleached', 'tone', 'detailing', 'flouncy', 'blouson', 'dress', 'take', 'inspiration', 'panamanian', 'mola', 'textile', 'Ulla', 'Johnson']",01E5ZYNRQQ2XMMRTT8HM3N0WQ1,occasion,daytonight,0,1,0,0,0,0,0
14446,100437,118811,01E5ZYN5JR3ZYG7EYCTED5NWXV,"['seena', 'mule', 'pointed-toe', 'mule', 'unconventionally', 'pieced', 'covered', 'snake', 'patterning', 'fresh', 'contemporary', 'look', 'Sam', 'Edelman']",01E5ZYN5N4KQ54SSBMGF9CHFYK,occasion,daytonight,0,1,0,0,0,0,0
14493,100704,119148,01E5ZYN0NDB1DNR9QFFHJG9D6X,"['deana', 'ankle', 'strap', 'pump', 'fiercely', 'stylish', 'pump', 'pointy', 'toe', 'slim', 'ankle', 'strap', 'criss-crosses', 'back', 'finished', 'logo', 'buckle', 'willowy', 'stiletto', 'heel', 'Sam', 'Edelman']",01E5ZYN0QXE4RKRYNQCK2RN9EX,occasion,nightout,0,0,1,0,0,0,0
14437,100403,118768,01E5ZYMPSQ60Y2G2DG1K164RBD,"['bay', 'embellished', 'slide', 'sandal', 'polished', 'metal', 'dome', 'stud', 'lustrous', 'imitation', 'pearl', 'bring', 'eye-catching', 'texture', 'dimension', 'lightly', 'cushioned', 'slide', 'sandal', 'Sam', 'Edelman']",01E5ZYMPX4BQ00TAA2251T4AQ0,occasion,weekend,0,0,0,0,1,0,0
9377,68156,79799,01E5ZYMCYV61XC1Q9RJK1P9EHK,"['breton', 'stripe', 'turtleneck', 'cashmere', 'sweater', 'classic', 'stripe', 'pattern', 'animates', 'turtleneck', 'sweater', 'knit', 'pure', 'cashmere', 'casually', 'luxe', 'look', 'Vince']",01E5ZYMCZD2CH76ENGAEB9E5NF,occasion,work,0,0,0,0,0,1,0
14381,99928,118197,01E5ZYJDA10JE4HD6AK8R8DYHQ,"['winona', 'bootie', 'subtle', 'western-inspired', 'overlay', 'front', 'cute', 'lil', 'dogie', 'boot', 'styled', 'pointy', 'toe', 'cool', 'stacked', 'heel', 'stretchy', 'covered', 'goring', 'Sam', 'Edelman']",01E5ZYJDAQ29JBEM1W2X2RTW03,occasion,daytonight,0,1,0,0,0,0,0
14389,99980,118267,01E5ZYHZA7186DVWEJ99Q4D2PM,"['mm', 'gradient', 'oversize', 'square', 'sunglass', 'bold', 'angular', 'frame', 'enhance', 'statement-making', 'style', 'oversized', 'sunglass', 'fitted', 'gradient', 'lens', 'Sam', 'Edelman']",01E5ZYJ0NV180A4AFNYB3H06EG,occasion,weekend,0,0,0,0,1,0,0
15016,104022,123299,01E5ZYHSY6TT8P0H657TS8NTWH,"['high', 'waist', 'ankle', 'skinny', 'jean', 'subtle', 'distressing', 'intensifies', 'lived-in', 'appeal', 'skinny', 'high-waist', 'jean', 'fashioned', 'right', 'amount', 'stretch', '7', 'For', 'All', 'Mankind®']",01E5ZYHT1EJ7Y2WBS9EDNMKKJ9,occasion,daytonight,0,1,0,0,0,0,0
9939,70900,83058,01E5ZYHMTKC1VWNNZ4N3GJN7QG,"['pima', 'cotton', 'v-neck', 'top', 'essence', 'staple', 'piece', 'frequent', 'wear', 'classic', 'v-neck', 'top', 'made', 'extra-soft', 'pima', 'cotton', 'stylish', 'smart', 'Vince']",01E5ZYHS8ASKMZHJKTMKHAFH4D,occasion,weekend,0,0,0,0,1,0,0
9264,67469,78954,01E5ZYF1VHQDGH88RWCSRZYH14,"['brae', 'tiger', 'stripe', 'long', 'sleeve', 'midi', 'dress', 'fierce', 'enough', 'turn', 'head', 'event', 'tiger-striped', 'midi', 'dress', 'slight', 'sheen', 'practically', 'glide', 'figure', 'Staud']",01E5ZYF1W375W3NSCW5T1QK1GR,occasion,nightout,0,0,1,0,0,0,0
14676,101934,120637,01E5ZYE9MKJMN72FPSZF674EN0,"['wren', 'floral', 'long', 'sleeve', 'denim', 'dress', 'stretch', 'denim', 'structured', 'robust', 'seam', 'give', 'floral', 'puff-shoulder', 'dress', 'rugged', 'attitude', 'Ulla', 'Johnson']",01E5ZYE9N6QT2EYFHMJDV69PQJ,occasion,daytonight,0,1,0,0,0,0,0
6253,46439,53808,01E5ZYC4ZSZWDG441VNYTZBP63,"['bolt', 'crop', 'tee', 'bolt', 'print', 'strike', 'cropped', 'tee', 'designed', 'vintage', 'feel', 'love', 'broken', 'day', 'one', 'wearing', 'Aviator', 'Nation']",01E5ZYCCFREQJVDCY7TQT27336,occasion,weekend,0,0,0,0,1,0,0
15096,104584,124122,01E5ZYC01RR5YBB9MSQ1DKVVBN,"['emannuelle', 'slim', 'bootcut', 'jean', 'Citizens', 'Of', 'Humanity']",01E5ZYC036QRRA9HVSD22XJN6W,occasion,daytonight,0,1,0,0,0,0,0
14972,103704,122823,01E5ZYBHENAC3SSNJX6V33SQM6,"['high', 'waist', 'destroyed', 'hem', 'kick', 'crop', 'slim', 'jean', 'savage', 'hem', 'amp', 'authenticity', 'kick-cropped', 'premium-denim', 'jean', 'perfect', 'worn-in', 'fade', '7', 'For', 'All', 'Mankind®']",01E5ZYBHHFETF4Y4M27BRN2DAZ,occasion,weekend,0,0,0,0,1,0,0
6821,50269,58356,01E5ZYAM35K6Q1T7EXP8MAR717,"['mr', 'logan', 'lug', 'oxford', 'refined', 'polish', 'oxford', 'meet', 'ruggedness', 'hiker', 'lugged', 'shoe', 'handcrafted', 'brand', 'rock', 'last', 'roomy', 'toe', 'box', 'The', 'Office', 'Of', 'Angela', 'Scott']",01E5ZYAM3N984HHZKJE1HWRBZC,occasion,weekend,0,0,0,0,1,0,0
9244,67358,78818,01E5ZYA0PFB7QNNHPJM4RT93Z0,"['ant', 'shoulder', 'crop', 'top', 'made', 'entirely', 'recycled', 'nylon', 'cropped', 'off-the', 'shoulder', 'top', 'let', 'catch', 'every', 'breeze', 'temp', 'start', 'climb', 'Staud']",01E5ZYA0Q4QW235AYE2D4QKVVA,occasion,weekend,0,0,0,0,1,0,0
