,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,buckles,embroidery,fringe,lace,mesh,ruffles,sequins,studs,trim
126,32554,37688,01DS1D43BF1KEKSP1XACPKTCS0,"['lila', 'belted', 'leather', 'midi', 'skirt', 'classic', 'leather', 'midi', 'skirt', 'worthwhile', 'investment', 'nili', 'lotan', 'lila', 'style', 'worn', 'season', 'come', 'designed', 'sit', 'high', 'waistline', 'cut', 'supple', 'leather', 'flattering', 'a-line', 'silhouette', 'use', 'd-ring', 'fastening', 'waist', 'belt', 'keep', 'top', 'neatly', 'tucked', 'inside', 'woman', 'clothing', 'skirt', 'Nili', 'Lotan']",01DS1D43BNXEV0CPCP8TAZY4HD,embellishment,buckles,1,0,0,0,0,0,0,0,0
58,13944,16230,01DS1AC098SQ6A0KNER6H2G6XS,"['charlie', 'textured-leather', 'biker', 'jacket', 'biker', 'jacket', 'simple', 'way', 'elevate', 'casual', 'edit', 'grlfrnd', 'charlie', 'rendition', 'crafted', 'textured', 'leather', 'detailed', 'functional', 'silver-tone', 'zip', 'fastening', 'buckled', 'belt', 'cinch', 'boxy', 'shape', 'complement', 'cropped', 'hem', 'high-rise', 'jean', 'woman', 'clothing', 'jacket', 'Grlfrnd', 'Denim']",01DS1AC09GM9DRJAMSM8N6J7MK,embellishment,buckles,1,0,0,0,0,0,0,0,0
50,10449,12132,01DPH1SQFHDA2X9BMJ81N0392Q,"['spaghetti-strap', 'ruffle', 'dress', 'liberty', 'favourite', 'flower', 'pretty', 'dress', 'ruffle-hem', 'back', 'smocking', 'ultimate', 'feminine', 'pick', 'everything', 'quot', 'dressy-ish', 'quot', 'spring', 'summer', 'plus', 'made', 'vintage', 'pattern', 'liberty', 'london', 'british', 'print', 'house', 'known', 'mood-lifting', 'florals', 'since', 'dressesandjumpsuits', 'J.Crew']",01DPH1SQFP5VG9QFNF6R151HRK,embellishment,ruffles,0,0,0,0,0,1,0,0,0
60,14069,16380,01DPH1Q9NGT2S3SJ0W8H83HKBW,"['collection', 'floral', 'silk', 'jacquard', 'top', 'extra-special', 'top', 'silk', 'jacquard', 'meaning', 'flower', 'woven', 'straight', 'fabric', 'mdash', 'love', 'dramatic', 'ruffle', 'detail', 'sleeve', 'delicate', 'fabric', 'button', 'polished', 'cuff', 'tuck', 'one', 'favorite', 'wear-to', 'work', 'trouser', 'pair', 'black', 'jean', 'night', 'shirts_tops', 'J.Crew']",01DPH1Q9NN7QGFRKKV0VZ2EK6H,embellishment,ruffles,0,0,0,0,0,1,0,0,0
76,20777,24049,01DPH1DT2D77TS3X4QJF8SD17X,"['short', 'eyelet', 'tunic', 'organic', 'cotton', 'intricate', 'eyelet', 'detail', 'sleeve', 'embroidered', 'neckline', 'take', 'breezy', 'coverup', 'way', 'beyond', 'basic', 'feel-good', 'fact', 'organic', 'cotton', 'grown', 'without', 'toxic', 'chemical', 'gmos', 'genetically', 'modified', 'organism', 'mean', 'better', 'health', 'soil', 'ecosystem', 'people', 'farm', 'swimwear', 'J.Crew']",01DPH1DTRTGFEAR27VJ7YZN626,embellishment,embroidery,0,1,0,0,0,0,0,0,0
84,22917,26576,01DPH12QP3FMHKSSYXST43BENF,"['tweed', 'pencil', 'skirt', 'fringe', 'partnered', 'fabric', 'house', 'southwest', 'france', 'make', 'custom', 'trim', 'hem', 'polished', 'tweed', 'pencil', 'skirt', 'even', 'better', 'also', 'designed', 'matching', 'jacket', 'outfit', 'potential', 'skirt', 'J.Crew']",01DPH12T9Y8AMKTK3N54VNM8F6,embellishment,trim,0,0,0,0,0,0,0,0,1
66,15424,17917,01DPGZH8NYJ53ETFXSFZQRG45B,"['stella', 'heel', 'ankle', 'strap', 'leather', 'favorite', 'stella', 'heel', 'simplified', 'still', 'made', 'italy', 'detail', 'still', 'stand', 'strappy', 'sandal', 'chunky', 'read', 'walkable', 'heel', 'mdash', 'yes', 'wear', 'work', 'drink', 'shoe', 'J.Crew']",01DPGZH8P5RT5Z1T3VMG9JTTG4,embellishment,buckles,1,0,0,0,0,0,0,0,0
0,981,1152,01DPGXJXDY2WVT7AB3Q9YR8ZJT,"['studded', 'wrap', 'sandal', 'super', 'comfy', 'lace-up', 'gladiator', 'sandal', 'italian-made', 'leather', 'studded', 'bottom', 'extra', 'something-something', 'shoe', 'J.Crew']",01DPGXJXY830JZ2HKKKHWR3Q0S,embellishment,studs,0,0,0,0,0,0,0,1,0
74,17113,19812,01DPGVPSERRH7AMXV14C0WAZAX,"['le', 'high', 'skinny', 'raw', 'edge', 'modern', 'high-rise', 'skinny', 'jean', 'side', 'stripe', 'frayed', 'detail', 'cut', 'premium', 'stretch', 'denim', 'pair', 'designed', 'sit', 'small', 'waist', 'form-fitting', 'shape', 'end', 'ankle', 'jean', 'Frame']",01DPGVPSEW8V3DJQD2N7VM10HT,embellishment,trim,0,0,0,0,0,0,0,0,1
70,17009,19694,01DPGVAZNJ8XB7TMY3Z7K56S0E,"['gathered', 'crew', 'gently', 'puffed', 'sleeve', 'modernize', 'wardrobe-essential', 't-shirt', 'endlessly', 'versatile', 'wear', 'casually', 'jean', 'trouser', 'skirt', 'tuck', 'trouser', 'laidback', 'take', 'smart', 'style', 'top', 'Frame']",01DPGVQESQRY9TZ80C1CARARFA,embellishment,ruffles,0,0,0,0,0,1,0,0,0
6,2052,2382,01DPGV907RVE6WXD00BN285VQV,"['cali', 'popover', 'quintessentially', 'bohemian', 'flowy', 'black', 'top', 'summer', 'wardrobe', 'staple', 'feminine', 'lace', 'pleat', 'detailing', 'voluminous', 'sleeve', 'wear', 'everything', 'cut-off', 'short', 'utility', 'trouser', 'vintage-inspired', 'denim', 'top', 'Frame']",01DPGV907W56G565V1P2543RE7,embellishment,embroidery,0,1,0,0,0,0,0,0,0
122,30642,35498,01DPD2FGA0FWFXJCKMT5QBJYHK,"['ravello', 'skirt', 'playful', 'wallflower', 'print', 'ravello', 'skirt', 'feature', 'signature', 'side', 'ruching', 'along', 'ruffle', 'detailing', 'flattering', 'fit', 'thick', 'elastic', 'grosgrain', 'underneath', 'provides', 'added', 'support', 'mini', 'style', 'pair', 'well', 'boxy', 'sweater', 'sleek', 'pump', 'delivering', 'fashion-forward', 'look', 'work', 'dinner', 'beyond', 'Veronica', 'Beard']",01DPD2FGA53VKNBKFMG1W65X1T,embellishment,ruffles,0,0,0,0,0,1,0,0,0
106,28217,32722,01DPCG1C1P0MQAV9NMS3N1TDAA,"['collection', 'fluted', 'sheath', 'dress', 'ratti', 'climbing', 'floral', 'jacquard', 'luxe', 'even', 'begin', 'describe', 'perfect', 'party', 'dress', 'hand-picked', 'stunning', 'floral', 'print', 'como-based', 'archive', 'italy', 'ratti', 'print', 'house', 'home', 'world', 'amazing', 'print', 'since', 'weaved', 'jacquard', 'fabric', 'cut', 'dress', 'print', 'feel', 'fully', 'sync', 'mention', 'classic', 'sheath', 'silhouette', 'panel', 'sheer', 'black', 'fabric', 'fluted', 'hem', 'never', 'go', 'style', 'J.Crew']",01DPCG1C1V68AE07R7MJEBV04A,embellishment,mesh,0,0,0,0,1,0,0,0,0
