,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,androgynous,athleisure,boho,businesscasual,casual,classic,edgy,glam,modern,retro,romantic
14973,89171,105460,01E4RV7CA7D0YGRYBKDNVBQ48R,"['cecily', 'shirt', 'designed', 'elegant', 'flowy', 'fit', 'semi-sheer', 'cecily', 'shirt', 'feature', 'front', 'button', 'closure', 'assymetric', 'ruffled', 'detailing', 'poet', 'sleeve', 'Nili', 'Lotan']",01E4RV7CAHPNP654FNKPW7R69V,style,modern,0,0,0,0,0,0,0,0,1,0,0
14951,89027,105277,01E4RV719B78VE3C8D204GXY10,"['rivoli', 'skirt', 'designed', 'elegant', 'high-waisted', 'silhouette', 'rivoli', 'skirt', 'feature', 'belt', 'loop', 'finished', 'hem', 'Nili', 'Lotan']",01E4RV71BXY2FX5AD36PJ6NPKG,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15233,90776,107408,01E4RV6RVFZ6T1ZT0266PCZR07,"['diane', 'blazer', 'classic', 'sophisticated', 'relaxed', 'fit', 'blazer', 'available', 'black', 'camel', 'discover', 'new', 'jacket', 'blazer', 'collection', 'worn', 'day', 'night', 'Nili', 'Lotan']",01E4RV6Y22S2A4TWY22BEFAC7P,style,modern,0,0,0,0,0,0,0,0,1,0,0
14955,89052,105310,01E4RV6MC2Y5Z9Y30HRDNZHADH,"['vara', 'top', 'lightweight', 'silk', 'halter', 'top', 'complete', 'concealed', 'zip', 'hook', 'closure', 'back', 'Nili', 'Lotan']",01E4RV6MCCK6G35RH33XAHHC73,style,modern,0,0,0,0,0,0,0,0,1,0,0
15475,92105,109022,01E4RV6ERX5HA85GJFDKTY2J9E,"['bordeaux', 'short', 'designed', 'high-rise', 'elegant', 'fit', 'feature', 'gentle', 'pleated', 'detailing', 'side', 'back', 'pocket', 'adjustable', 'waist', 'band', 'Nili', 'Lotan']",01E4RV6Q71VY97ZSC67V5BW4V8,style,modern,0,0,0,0,0,0,0,0,1,0,0
15495,92220,109162,01E4RV6592PQSKCABTHQSFRPW9,"['azalea', 'skirt', 'maxi', 'skirt', 'designed', 'sexy', 'fluid', 'fit', 'featuring', 'side', 'slit', 'raw', 'hem', 'high', 'waist', 'size', 'one', 'size', 'best', 'fit', 'Nili', 'Lotan']",01E4RV65AT7AQ1ZJQEJ7PA45CC,style,modern,0,0,0,0,0,0,0,0,1,0,0
15082,89847,106279,01E4RV60KSHHXEKCDKX4MEJWWD,"['kendra', 'sweater', 'kendra', 'sweater', 'designed', 'relaxed', 'cozy', 'fit', 'feature', 'deep', 'neckline', 'complete', 'ribbed', 'detailing', 'along', 'collar', 'cuff', 'Nili', 'Lotan']",01E4RV670AG6CW3QXM1X0BSVSM,style,modern,0,0,0,0,0,0,0,0,1,0,0
15479,92132,109052,01E4RV5V3CW4P7WK7ZCAD5C5MX,"['rosette', 'top', 'designed', 'elegant', 'relaxed', 'fit', 'silk', 'double', 'georgette', 'feature', 'bishop', 'sleeve', 'deep', 'neckline', 'self-tie', 'collar', 'Nili', 'Lotan']",01E4RV5V3Q427AN7FE909GG2P5,style,casual,0,0,0,0,1,0,0,0,0,0,0
15245,90843,107483,01E4RV5B5E4M7B5WB8Z998K8VA,"['brady', 'tee', 'designed', 'relaxed', 'fit', 'soft', 'cotton', 't-shirt', 'slightly', 'distressed', 'unique', 'finish', 'explore', 'new', 'fall', 'top', 'tank', 'collection', 'Nili', 'Lotan']",01E4RV69A3QTCZG9CJSZKCP3DN,style,casual,0,0,0,0,1,0,0,0,0,0,0
15092,89910,106350,01E4RV59Q8EQ0B5C14TKQZ3Z2V,"['brady', 'tee', 'dark', 'navy', 'striped', 't-shirt', 'made', 'distressed', 'soft', 'cotton', 'designed', 'relaxed', 'slouchy', 'fit', 'explore', 'new', 'fall', 'tee', 'tank', 'collection', 'woman', 'Nili', 'Lotan']",01E4RV59SR8STRT81MATVMS8RP,style,classic,0,0,0,0,0,1,0,0,0,0,0
15439,91874,108733,01E4RV52S6PJ2A3NJHJEW1ZFT3,"['monaco', 'pant', 'modern', 'cropped', 'pant', 'feature', 'fine', 'italian', 'leather', 'relaxed', 'fit', 'dedicated', 'versatile', 'lifestyle', 'metropolitan', 'woman', 'shop', 'latest', 'pant', 'collection', 'Nili', 'Lotan']",01E4RV52SFXPF0GA4S2WBXHECK,style,modern,0,0,0,0,0,0,0,0,1,0,0
14968,89139,105423,01E4RV4XW91P5BB9JMM1K14A4T,"['reade', 'top', 'featuring', 'relaxed', 'fit', 'nili', 'lotan', 'blouse', 'top', 'made', 'silk', 'soft-textured', 'cotton', 'shop', 'newest', 'top', 'collection', 'designed', 'occasion', 'Nili', 'Lotan']",01E4RV4XWMJRN23T3VX9GH3W39,style,classic,0,0,0,0,0,1,0,0,0,0,0
14925,88835,105047,01E4RV4R1FT9Y4825X72Q5YV8Z,"['vivian', 'shirt', 'no-fuss', 'lightweight', 'cotton', 'shirt', 'feature', 'ruffled', 'collar', 'elongated', 'barrel', 'cuff', 'Nili', 'Lotan']",01E4RV4R1ST5SQT3J10YPVPTRW,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15486,92170,109096,01E4RV4P92GFX1KM53MRMMHYTE,"['cambre', 'jacket', 'discover', 'latest', 'jacket', 'trend', 'nili', 'lotan', 'lightweight', 'uniform', 'green', 'military', 'jacket', 'comfortable', 'addition', 'perfect', 'versatile', 'lifestyle', 'Nili', 'Lotan']",01E4RV4P9CT3Z2CR8180SS0N64,style,modern,0,0,0,0,0,0,0,0,1,0,0
15095,89926,106368,01E4RV4DHPMFKYE4KRV033Q4A2,"['rosalin', 'coat', 'designed', 'modern', 'slim', 'fit', 'sophisticated', 'rosalin', 'coat', 'feature', 'wide', 'lapel', 'three-button', 'front', 'closure', 'buttoned', 'sleeve', 'complete', 'two', 'hip', 'pocket', 'single', 'breast', 'pocket', 'Nili', 'Lotan']",01E4RV4DJ1X4GXMKPDGHB1ZA4G,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15450,91955,108835,01E4RV4ARCK4HM91W4PEE6JMEP,"['archer', 'jean', 'discover', 'white', 'straight-leg', 'archer', 'cotton', 'pant', 'designed', 'comfort', 'nili', 'lotan', 'style', 'include', 'cropped', 'length', 'dropped', 'crotch', 'pant', 'flare', 'denim', 'Nili', 'Lotan']",01E4RV4ARNZ064RS28XHJ39W0Q,style,classic,0,0,0,0,0,1,0,0,0,0,0
15505,92289,109244,01E4RV45W76FX0F24HQG1EE0VZ,"['ibiza', 'pant', 'hammer', 'textured', 'silk', 'pant', 'designed', 'effortless', 'relaxed', 'fit', 'feature', 'pleated', 'detailing', 'elastic', 'wide', 'waistband', 'gathering', 'back', 'elastic', 'ankle', 'cuff', 'Nili', 'Lotan']",01E4RV45WJ9SB5PD78174DVPF6,style,boho,0,0,1,0,0,0,0,0,0,0,0
15274,90989,107663,01E4RV40C1THASBZ20MT623HG9,"['roxana', 'short', 'casual', 'chic', 'lightweight', 'suede', 'roxana', 'short', 'designed', 'comfort', 'Nili', 'Lotan']",01E4RV40CP20V86SNJPP4AF052,style,casual,0,0,0,0,1,0,0,0,0,0,0
15465,92037,108937,01E4RV3Q3CXJ44T80YA9F7ZCD7,"['casablanca', 'pant', 'designed', 'cropped', 'relaxed', 'fit', 'feature', 'straight', 'leg', 'back', 'flap', 'pocket', 'side', 'seam', 'pocket', 'elastic', 'waistband', 'Nili', 'Lotan']",01E4RV3XP0J5HXP2V1SQDEN5FJ,style,casual,0,0,0,0,1,0,0,0,0,0,0
15257,90926,107582,01E4RV3MF0TP3JCZ9KS5P435DN,"['leo', 'pant', 'perfect', 'busy', 'day-to', 'night', 'lifestyle', 'leo', 'pant', 'made', 'lightweight', 'wool', 'available', 'black', 'camel', 'explore', 'newest', 'collection', 'designer', 'pant', 'Nili', 'Lotan']",01E4RV3MF9KA3PHYE72FGHNBDG,style,modern,0,0,0,0,0,0,0,0,1,0,0
15454,91978,108864,01E4RV3DT7CF2VAX870MQ208JZ,"['toledo', 'pant', 'discover', 'pre-fall', 'collection', 'woman', 'pant', 'nili', 'lotan', 'vintage', 'high', 'waist', 'wide', 'leg', 'toledo', 'pant', 'come', 'sahara', 'beige', 'white', 'black', 'Nili', 'Lotan']",01E4RV3DTGRVZQKW6GKWXRTNXX,style,classic,0,0,0,0,0,1,0,0,0,0,0
15444,91902,108765,01E4RV330J2FBMZDBW5KPQRV5M,"['jules', 'jacket', 'military-inspired', 'leather', 'jacket', 'designed', 'slim', 'tailored', 'fit', 'feature', 'intricate', 'stitch', 'detailing', 'throughout', 'contrasting', 'black', 'embellishment', 'button-up', 'front', 'stand-up', 'collar', 'Nili', 'Lotan']",01E4RV330VF5KS2JRZGJ819RZ1,style,modern,0,0,0,0,0,0,0,0,1,0,0
15278,91013,107689,01E4RV2H43VG3TXP9M7CMD2R79,"['samuel', 'duster', 'coat', 'designed', 'modern', 'relaxed', 'fit', 'feature', 'asymmetric', 'front', 'pocket', 'hidden', 'button', 'closure', 'notched', 'lapel', 'buttoned', 'cuff', 'Nili', 'Lotan']",01E4RV2H4BE7DM00W52897355A,style,classic,0,0,0,0,0,1,0,0,0,0,0
15229,90742,107361,01E4RV29GQSATQ76JW82SHMSPC,"['wren', 'band', 'jacket', 'utilitarian', 'inspired', 'jacket', 'designed', 'relaxed', 'slightly', 'oversized', 'fit', 'feature', 'front', 'button', 'closure', 'four', 'patch', 'pocket', 'strapped', 'cuff', 'contrasting', 'gold', 'stitch', 'detailing', 'throughout', 'Nili', 'Lotan']",01E4RV29H0P0RD91D1ZKSXTMYT,style,modern,0,0,0,0,0,0,0,0,1,0,0
14961,89104,105372,01E4RV27NGDRJPCKS857R8WKRV,"['oliver', 'trench', 'coat', 'designed', 'relaxed', 'fit', 'double-breasted', 'feature', 'wide', 'notched', 'lapel', 'hip', 'pocket', 'detachable', 'belt', 'Nili', 'Lotan']",01E4RV2D31QKTB7TM92VB5P38D,style,classic,0,0,0,0,0,1,0,0,0,0,0
14965,89123,105402,01E4RV1QVGP97J9V752AJDZBST,"['adi', 'jacket', 'discover', 'latest', 'selection', 'denim', 'jacket', 'blazer', 'nili', 'lotan', 'get', 'ready', 'cooler', 'month', 'casual', 'tailored', 'fit', 'jean', 'jacket', 'Nili', 'Lotan']",01E4RV1QVT3WS66HJCSWEVZ9JZ,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15441,91883,108744,01E4RV1DWVFKQ3PQD9VKCC6146,"['loria', 'tunic', 'shirt', 'designed', 'relaxed', 'fit', 'crispy', 'poplin', 'feature', 'button', 'front', 'plackard', 'mandarin', 'collar', 'buttoned', 'sleeve', 'back', 'yoke', 'Nili', 'Lotan']",01E4RV1DX8K40HZ11937XXVBHC,style,modern,0,0,0,0,0,0,0,0,1,0,0
15482,92157,109082,01E4RV155D4DTQV8M9N5N92T0G,"['martil', 'pant', 'designed', 'cropped', 'gently', 'tapered', 'sillhouette', 'feature', 'zip-fly', 'closure', 'pocket', 'belt', 'loop', 'knee', 'dart', 'Nili', 'Lotan']",01E4RV1561ECW40Y54358ATEE1,style,casual,0,0,0,0,1,0,0,0,0,0,0
14927,88849,105063,01E4RV11W27RPGRY3PCGBB3MF4,"['cropped', 'french', 'military', 'pant', 'minimal', 'confident', 'nili', 'lotan', 'paris', 'military', 'pant', 'feature', 'cropped', 'slim-fit', 'soft', 'stonewashed', 'fabric', 'explore', 'collection', 'designer', 'pant', 'Nili', 'Lotan']",01E4RV1RX8HM51HSD7JE4G3V90,style,classic,0,0,0,0,0,1,0,0,0,0,0
15497,92233,109179,01E4RV0Q169DSHVFH5ZQG5F7KD,"['lleida', 'shirt', 'silk', 'lleida', 'shirt', 'designed', 'slim', 'elegant', 'fit', 'feature', 'hidden-button', 'front', 'closure', 'elongated', 'barrel', 'cuff', 'Nili', 'Lotan']",01E4RV0Q1FW1YAS7RAQFFBEQDN,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15499,92254,109202,01E4RV0JK5NJHC432G83GVPZGD,"['arden', 'shirt', 'arden', 'shirt', 'designed', 'elegant', 'slim', 'fit', 'feature', 'mock', 'neck', 'buttoned', 'collar', 'back', 'yoke', 'gentle', 'pleat', 'along', 'hidden', 'button-up', 'front', 'Nili', 'Lotan']",01E4RV0RKKAYAS0R6FNXJ8RDMJ,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
14971,89162,105449,01E4RV0EC8P8659Q5SY6QSX11V,"['long', 'sleeve', 'shirt', 'discover', 'fall', 'collection', 'woman', 'top', 'tee', 'long', 'sleeve', 'striped', 'cotton', 'pima', 'tee', 'designed', 'relaxed', 'metropolitan', 'style', 'Nili', 'Lotan']",01E4RV0ECJBB49R2PG9JHE4FRR,style,casual,0,0,0,0,1,0,0,0,0,0,0
15471,92073,108980,01E4RTZY2SC2WQC4Z2PXN4K5BM,"['georgette', 'colette', 'blouse', 'silk', 'blouse', 'designed', 'romantic', 'silhouette', 'featuring', 'shoulder', 'pleat', 'open', 'band', 'collar', 'deep', 'v-neckline', 'elongated', 'barrel', 'cuff', 'double', 'georgette', 'silk', 'Nili', 'Lotan']",01E4RTZY410WNMD1X79TRVB5TC,style,classic,0,0,0,0,0,1,0,0,0,0,0
15457,91987,108874,01E4RTZS2WN1YZSTZS7EV4CMVK,"['brixton', 'pant', 'discover', 'black', 'silk', 'wide', 'brixton', 'pant', 'designed', 'comfort', 'nili', 'lotan', 'style', 'include', 'cropped', 'length', 'dropped', 'crotch', 'pant', 'linen', 'short', 'flare', 'denim', 'Nili', 'Lotan']",01E4RTZS4RFFXR72MDFG9GZCVB,style,modern,0,0,0,0,0,0,0,0,1,0,0
15446,91926,108800,01E4RTZMF8JTPPPR5GC7YZ9HVK,"['royan', 'blouse', 'silk', 'georgette', 'peasant', 'blouse', 'designed', 'easy', 'relaxed', 'fit', 'featuring', 'ruffled', 'collar', 'self-tie', 'deep', 'v-neckline', 'raglan', 'sleeve', 'ruffled', 'drawstring', 'cuff', 'Nili', 'Lotan']",01E4RTZTEE3E795QQNS2PTNQYF,style,casual,0,0,0,0,1,0,0,0,0,0,0
15628,93125,110248,01E4RTZAA40WN7ANKGJPW5ZNS1,"['nina', 'sweater', 'lightweight', 'fine', 'gauge', 'linen', 'sweater', 'designed', 'relaxed', 'fit', 'featuring', 'dropped', 'shoulder', 'wide', 'v-neck', 'front', 'back', 'Nili', 'Lotan']",01E4RTZH1EGNDENB5BSA62FV0S,style,classic,0,0,0,0,0,1,0,0,0,0,0
15473,92085,108994,01E4RTYW900FAN3453MZS3VN4X,"['abbey', 'sweater', 'abbey', 'sweater', 'designed', 'slim', 'fit', 'feature', 'ribbed', 'hem', 'shiraz', 'leopard', 'print', 'pattern', 'Nili', 'Lotan']",01E4RTYW985WT0R3VYFXR1DXKG,style,modern,0,0,0,0,0,0,0,0,1,0,0
15623,93093,110208,01E4RTYNJYH8D61VNB6Z0G2P3V,"['ely', 'pant', 'designed', 'mid-rise', 'flared', 'fit', 'ely', 'pant', 'feature', 'exposed', 'button', 'fly', 'back', 'welt', 'pocket', 'detail', 'frayed', 'hem', 'Nili', 'Lotan']",01E4RTYNWPFNPQJYEKMFDNF2QM,style,boho,0,0,1,0,0,0,0,0,0,0,0
15625,93111,110228,01E4RTYH9GD17EPE3FSPY564CA,"['lia', 'pant', 'lia', 'pant', 'designed', 'elegant', 'high-rise', 'fit', 'feature', 'front', 'pleat', 'side', 'back', 'pocket', 'adjustable', 'waist', 'strap', 'Nili', 'Lotan']",01E4RTYH9ZKDS6HFYM03Q44YQK,style,androgynous,1,0,0,0,0,0,0,0,0,0,0
15054,89644,106030,01E4RTY814BSQ1JS5F4MV7PT5C,"['kelsey', 'shirt', 'crispy', 'poplin', 'shirt', 'designed', 'relaxed', 'fit', 'feature', 'front', 'breast', 'pocket', 'button', 'front', 'wide', 'collar', 'buttoned', 'sleeve', 'Nili', 'Lotan']",01E4RTYD3AADYZHZG0WZJSAPR1,style,casual,0,0,0,0,1,0,0,0,0,0,0
15316,91246,107977,01E4RTY0HGAD5269PER91PTK38,"['luka', 'scoop', 'neck', 'sweatshirt', 'designed', 'casual', 'relaxed', 'fit', 'sweatshirt', 'feature', 'wide', 'partially', 'raw', 'scoop', 'neck', 'raglan', 'sleeve', 'cut-out', 'detail', 'cuff', 'Nili', 'Lotan']",01E4RTY0KA35SSTK5VAQDK0384,style,casual,0,0,0,0,1,0,0,0,0,0,0
15300,91155,107865,01E4RTXPEKX2DQYMNP0ZXP8HTD,"['loria', 'tunic', 'shirt', 'designed', 'relaxed', 'fit', 'tumbled', 'crepe', 'de', 'chine', 'feature', 'button', 'front', 'plackard', 'mandarin', 'collar', 'buttoned', 'sleeve', 'back', 'yoke', 'Nili', 'Lotan']",01E4RTXPEYNVP8TX0Q9G8B3WMC,style,classic,0,0,0,0,0,1,0,0,0,0,0
15058,89686,106078,01E4RTXFMK1FY2MCG0GGT9QPX1,"['athena', 'shirt', 'cotton', 'voile', 'shirt', 'designed', 'casual', 'slim', 'fit', 'featured', 'front', 'pocket', 'button', 'front', 'wide', 'collar', 'epaulette', 'Nili', 'Lotan']",01E4RTXFMWMSMEJVPB2DSNCVFC,style,casual,0,0,0,0,1,0,0,0,0,0,0
15581,92805,109859,01E4RTX8S8XREWYR00KSYFX3SB,"['heidi', 'pant', 'bootcut', 'mid-rise', 'pant', 'cut', 'lightweight', 'buttery', 'suede', 'featuring', 'concealed', 'zip', 'fly', 'exposed', 'tortoise', 'button', 'Nili', 'Lotan']",01E4RTX8SKZEN0C28DR9HC3PGM,style,retro,0,0,0,0,0,0,0,0,0,1,0
15294,91108,107806,01E4RTWRVQQPGNAKMHBP2GR6J1,"['safi', 'pant', 'designed', 'casual', 'cropped', 'fit', 'feature', 'relaxed', 'drop-crotch', 'fit', 'large', 'back', 'patch', 'pocket', 'elastic', 'waistband', 'finished', 'hem', 'Nili', 'Lotan']",01E4RTWRW1G1YYMRNSQ8C70TJQ,style,casual,0,0,0,0,1,0,0,0,0,0,0
15310,91210,107933,01E4RTWHB4ZAAGSWPFD3AWC4ZA,"['collins', 'dress', 'short', 'silk', 'dress', 'designed', 'effortlessly', 'take', 'day', 'night', 'featuring', 'asymmetric', 'ruching', 'skirt', 'concealed', 'zipper', 'covered', 'button-loop', 'closure', 'side', 'Nili', 'Lotan']",01E4RTWHBE5MW2133E68X690GG,style,modern,0,0,0,0,0,0,0,0,1,0,0
14945,88983,105224,01E4RTVT2VV0B6C0QEVT4QQBJH,"['delila', 'dress', 'designed', 'effortless', 'day-to', 'night', 'fit', 'delila', 'dress', 'feature', 'side', 'back', 'button', 'closure', 'raw', 'edge', 'sleeve', 'ruching', 'detail', 'throughout', 'Nili', 'Lotan']",01E4RTVT35C9JDQN8XKKPWXJRD,style,modern,0,0,0,0,0,0,0,0,1,0,0
15276,90998,107672,01E4RTVKN5N9V0DB5ZY2TWVHS6,"['muscle', 'tee', 'discover', 'ultra-soft', 'lightweight', 'cotton', 'muscle', 'tee', 'designed', 'relaxed', 'fit', 'tank', 'feature', 'crewneck', 'raw', 'hem', 'dark', 'grey', 'stripe', 'print', 'Nili', 'Lotan']",01E4RTVKNF0X0DBH2PNBS2TR7K,style,classic,0,0,0,0,0,1,0,0,0,0,0
15046,89604,105977,01E4RTTYRJ7SF7ERFJJD4Z3EQS,"['houston', 'sweater', 'houston', 'sweater', 'designed', 'slightly', 'oversized', 'cozy', 'fit', 'feature', 'front', 'back', 'panel', 'raised', 'dimpled', 'pattern', 'ribbed', 'sleeve', 'ribbed', 'turtleneck', 'collar', 'Nili', 'Lotan']",01E4RTV5V33Y5XSN9NAE4YCEM1,style,casual,0,0,0,0,1,0,0,0,0,0,0
15308,91206,107928,01E4RTTR3YMQFXCBN0QZ7E0TC4,"['leather', 'east', 'hampton', 'pant', 'designed', 'cropped', 'straight', 'fit', 'leather', 'east', 'hampton', 'pant', 'feature', 'belt', 'loop', 'waist', 'band', 'slant', 'front', 'pocket', 'back', 'welt', 'pocket', 'front', 'zip', 'fly', 'closure', 'Nili', 'Lotan']",01E4RTTR48W7C8ZMCFWQ9Z997P,style,modern,0,0,0,0,0,0,0,0,1,0,0
15298,91132,107838,01E4RTTHB2BFZGSR3FZR503ZH1,"['charmeuse', 'colette', 'blouse', 'designed', 'flowy', 'fit', 'colette', 'blouse', 'feature', 'shoulder', 'pleat', 'open', 'band', 'collar', 'deep', 'v-neckline', 'elongated', 'barrel', 'cuff', 'charmeuse', 'silk', 'Nili', 'Lotan']",01E4RTTHBBNH35VNCH9P0GEERN,style,modern,0,0,0,0,0,0,0,0,1,0,0
15292,91101,107796,01E4RTTE54Y17T3XV3AXNXA2QJ,"['jentry', 'cape', 'designed', 'elegant', 'relaxed', 'fit', 'jentry', 'cape', 'feature', 'armhole', 'standing', 'collar', 'button-up', 'front', 'complete', 'buttoned', 'shoulder', 'strap', 'stitch', 'detailing', 'throughout', 'Nili', 'Lotan']",01E4RTTE5ET98F3J04J3AF68VQ,style,modern,0,0,0,0,0,0,0,0,1,0,0
15050,89621,106000,01E4RTT4JJS46QSSVXC6208K32,"['jaley', 'jacket', 'jaley', 'jacket', 'designed', 'slim', 'tailored', 'fit', 'feature', 'back', 'yoke', 'zip-up', 'front', 'front', 'pocket', 'stitch', 'detailing', 'throughout', 'Nili', 'Lotan']",01E4RTT4JV94C61DARK84G8TW3,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15306,91184,107900,01E4RTSNT4KH6PGVMWFAMJFWTK,"['nikola', 'cargo', 'pant', 'heavy', 'silk', 'pant', 'designed', 'relaxed', 'high-rise', 'fit', 'feature', 'side', 'back', 'pocket', 'roomy', 'patch', 'pocket', 'thigh', 'button-tab', 'ankle', 'complete', 'belt', 'loop', 'button-zip', 'fly', 'Nili', 'Lotan']",01E4RTSNTE8ZV6ZN25X3RH1PQN,style,casual,0,0,0,0,1,0,0,0,0,0,0
15241,90802,107436,01E4RTSGRJN98DPWFK27GQ0E8Q,"['military', 'pant', 'designed', 'relaxed', 'cropped', 'fit', 'military', 'pant', 'feature', 'elasticized', 'cuff', 'five-pocket', 'detailing', 'stich', 'detailing', 'throughout', 'complete', 'double-button', 'closure', 'belt', 'loop', 'Nili', 'Lotan']",01E4RTSS3TF2A3YFZHD3QVFV5S,style,casual,0,0,0,0,1,0,0,0,0,0,0
15318,91259,107993,01E4RTS300D1QVSGTEDT3KP7WZ,"['selma', 'hoodie', 'designed', 'slouchy', 'relaxed', 'fit', 'selma', 'hoodie', 'feature', 'drawstring', 'hood', 'kangaroo-pouch', 'pocket', 'ribbed', 'detailing', 'along', 'sleeve', 'hem', 'Nili', 'Lotan']",01E4RTS4R18GFKSJSKMEAVT0QK,style,casual,0,0,0,0,1,0,0,0,0,0,0
15302,91167,107878,01E4RTS086B5K852W4T5YWJBDD,"['tiara', 'neck', 'sweatshirt', 'artistic', 'casual', 'tiara', 'neck', 'sweatshirt', 'designed', 'maximal', 'comfort', 'discover', 'latest', 'trend', 'hoodies', 'muscle', 'tee', 'shirt', 'nili', 'lotan', 'Nili', 'Lotan']",01E4RTS18ARN8474G8R7GC5PG9,style,modern,0,0,0,0,0,0,0,0,1,0,0
15296,91128,107833,01E4RTRQBKS48P5JV2DW97MW2Z,"['junie', 'dress', 'slip', 'fluid', 'silk', 'cocktail', 'dress', 'perfect', 'choice', 'evening', 'party', 'formal', 'event', 'ginger', 'dress', 'feature', 'adjustable', 'thin', 'strap', 'Nili', 'Lotan']",01E4RTRQBXSQZ83ZGY040G5VP5,style,modern,0,0,0,0,0,0,0,0,1,0,0
15283,91053,107738,01E4RTRM7Z91HJB79RVT2PF5VC,"['yorke', 'shirt', 'designed', 'relaxed', 'fit', 'buttoned', 'hem', 'shit', 'ideal', 'modern', 'versatile', 'lifestyle', 'shop', 'flattering', 'boyfriend', 'shirt', 'tank', 'nili', 'lotan', 'Nili', 'Lotan']",01E4RTRM89DM196ER78486EQ7P,style,androgynous,1,0,0,0,0,0,0,0,0,0,0
15052,89632,106015,01E4RTRCM242C4R5MCS0CZ6F6T,"['cashmere', 'luna', 'sweatpant', 'designed', 'cozy', 'relaxed', 'fit', 'luna', 'sweatpant', 'constructed', 'soft', 'cashmere', 'feature', 'low', 'rise', 'slight', 'drop-crotch', 'elastic', 'waist', 'drawstring', 'side', 'seam', 'pocket', 'Nili', 'Lotan']",01E4RTRCMCXD5N5XQQ85AVCY1N,style,casual,0,0,0,0,1,0,0,0,0,0,0
15044,89592,105964,01E4RTQVB2NSVH5M73AYFNNT0E,"['high', 'rise', 'skinny', 'jean', 'designed', 'skinny', 'cropped', 'fit', 'high', 'rise', 'skinny', 'jean', 'feature', 'five', 'pocket', 'detailing', 'belt', 'loop', 'zip', 'fly', 'closure', 'complete', 'raw', 'edge', 'hem', 'Nili', 'Lotan']",01E4RTQVBCS2HMR6XWVWD5KCX0,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15062,89704,106100,01E4RTQGKD4AFCD9N5713CWAS9,"['chelsea', 'pant', 'clean', 'mid-rise', 'silhouette', 'pant', 'designed', 'cropped', 'straight', 'fit', 'complete', 'elasticized', 'waistband', 'added', 'ease', 'comfort', 'Nili', 'Lotan']",01E4RTQGKRZYEFRG0ATVBGQ9Q4,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
15346,91408,108170,01E4RTQD2A4HYJQCZGTB3RPX92,"['morrison', 'jacket', 'designed', 'tailored', 'cropped', 'fit', 'morrison', 'jacket', 'feature', 'wide', 'lapel', 'single-button', 'closure', 'three-button', 'cuff', 'hip', 'pocket', 'complete', 'stitch', 'detailing', 'breast', 'pocket', 'Nili', 'Lotan']",01E4RTQD2KHGXJRYWEKHGPPWJH,style,edgy,0,0,0,0,0,0,1,0,0,0,0
15068,89752,106160,01E4RTPXC0QR29PF54X0KG9ABR,"['mireu', 'jacket', 'silk-inspired', 'black', 'mireu', 'jacket', 'designed', 'relaxed', 'fit', 'shop', 'latest', 'jacket', 'collection', 'nili', 'lotan', 'including', 'long-sleeve', 'jacket', 'blazer', 'Nili', 'Lotan']",01E4RTQ4SJF3VN94G53GSBK6P8,style,classic,0,0,0,0,0,1,0,0,0,0,0
15078,89823,106246,01E4RTPVDAG5NRZGXG7G6MWHKF,"['tel', 'aviv', 'pant', 'new', 'color', 'nili', 'lotan', 'classic', 'silhouette', 'brushed', 'stretch-cotton', 'twill', 'finished', 'hem', 'belt', 'loop', 'waistband', 'side-seam', 'pocket', 'flap', 'back', 'pocket', 'zip', 'fly', 'hook', 'closure', 'stone', 'washed', 'soft', 'hand', 'unique', 'finish', 'slim', 'fit', 'straight', 'leg', 'silhouette', 'cropped', 'ankle', 'length', 'cotton', 'elastan', 'Nili', 'Lotan']",01E4RTPVDMF2JFZEXWSEGBZTSX,style,casual,0,0,0,0,1,0,0,0,0,0,0
15072,89781,106194,01E4RTP75HGVSDPHM9WQ366QW9,"['wish', 'muscle', 'tee', 'classic', 'fit', 'muscle', 'tee', 'raw', 'edge', 'hem', 'wish', 'front', 'Nili', 'Lotan']",01E4RTPFKVD2FBVWJ1HM6W9FRF,style,casual,0,0,0,0,1,0,0,0,0,0,0
15076,89811,106231,01E4RTNRBE86X29VJ18SZ4VEZ1,"['montana', 'pant', 'designed', 'cropped', 'slim', 'fit', 'leather', 'montana', 'pant', 'feature', 'high-rise', 'waist', 'cuffed', 'ankle', 'symmetrical', 'pleated', 'detailing', 'front', 'back', 'pocket', 'Nili', 'Lotan']",01E4RTNRBR9ZWAKTKMQGCNFD8Y,style,edgy,0,0,0,0,0,0,1,0,0,0,0
